ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,time_signature,added_at,is_local,primary_color,added_by.id,track.disc_number,track.duration_ms,track.episode,track.explicit,track.href,track.is_local,track.name,track.popularity,track.preview_url,track.track,track.track_number,track.type,track.uri,track.album.album_type,track.album.href,track.album.id,track.album.name,track.album.release_date,track.album.release_date_precision,track.album.total_tracks,track.album.type,track.album.uri,track.album.external_urls.spotify,track.external_ids.isrc,track.external_urls.spotify,video_thumbnail.url,key_name,mode_name,key_mode
1,0.285,0.49,7,-8.31,1,0.0532,0.838,0,0.918,0.447,82.956,38TLVJbBZSdfuwTUV1TeI8,4,2018-03-15T14:57:15Z,FALSE,NA,kesarleon,1,213106,FALSE,FALSE,https://api.spotify.com/v1/tracks/38TLVJbBZSdfuwTUV1TeI8,FALSE,Mi Caramelo - Live In Buenos Aires / 2001,37,NA,TRUE,12,track,spotify:track:38TLVJbBZSdfuwTUV1TeI8,album,https://api.spotify.com/v1/albums/4ZlAsfhFEVJo1hJx4Y7KVo,4ZlAsfhFEVJo1hJx4Y7KVo,Bersuit,01/01/2006,day,15,album,spotify:album:4ZlAsfhFEVJo1hJx4Y7KVo,https://open.spotify.com/album/4ZlAsfhFEVJo1hJx4Y7KVo,ARF140200011,https://open.spotify.com/track/38TLVJbBZSdfuwTUV1TeI8,NA,G,major,G major
2,0.716,0.75,11,-6.227,0,0.0453,0.462,1.07E-05,0.0891,0.735,102.021,4ZWU1hk7lfPssexg8lUpgK,4,2018-03-15T15:01:05Z,FALSE,NA,kesarleon,1,266066,FALSE,FALSE,https://api.spotify.com/v1/tracks/4ZWU1hk7lfPssexg8lUpgK,FALSE,Oyeme Nena,0,NA,TRUE,14,track,spotify:track:4ZWU1hk7lfPssexg8lUpgK,album,https://api.spotify.com/v1/albums/1nHkIX9Rw6fAt8S6tDtV02,1nHkIX9Rw6fAt8S6tDtV02,Comercial,15/09/2009,day,16,album,spotify:album:1nHkIX9Rw6fAt8S6tDtV02,https://open.spotify.com/album/1nHkIX9Rw6fAt8S6tDtV02,MX2260900067,https://open.spotify.com/track/4ZWU1hk7lfPssexg8lUpgK,NA,B,minor,B minor
3,0.799,0.64,11,-8.985,0,0.0662,0.00167,0.0461,0.0707,0.936,126.006,7ruy59ZiI1EXMDIGstSykK,4,2018-03-15T15:03:48Z,FALSE,NA,kesarleon,1,276271,FALSE,FALSE,https://api.spotify.com/v1/tracks/7ruy59ZiI1EXMDIGstSykK,FALSE,Yo No Se,0,NA,TRUE,8,track,spotify:track:7ruy59ZiI1EXMDIGstSykK,album,https://api.spotify.com/v1/albums/5GQZOFt7lKLlUvKKiZQ50H,5GQZOFt7lKLlUvKKiZQ50H,Super Pop Venezuela,05/09/2006,day,18,album,spotify:album:5GQZOFt7lKLlUvKKiZQ50H,https://open.spotify.com/album/5GQZOFt7lKLlUvKKiZQ50H,TCACO1641990,https://open.spotify.com/track/7ruy59ZiI1EXMDIGstSykK,NA,B,minor,B minor
4,0.834,0.553,7,-6.724,0,0.0457,0.695,7.20E-05,0.126,0.827,137.011,5aNaiwqg0H4w6eG1ribBhS,4,2018-03-15T15:07:49Z,FALSE,NA,kesarleon,1,253120,FALSE,FALSE,https://api.spotify.com/v1/tracks/5aNaiwqg0H4w6eG1ribBhS,FALSE,Acaríciame,26,https://p.scdn.co/mp3-preview/30e9350d387b00999f89142d03495f87ede5a31c?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,3,track,spotify:track:5aNaiwqg0H4w6eG1ribBhS,album,https://api.spotify.com/v1/albums/4slxl2AtIrPX8nIYbmPsrb,4slxl2AtIrPX8nIYbmPsrb,Cada vez,05/07/2014,day,16,album,spotify:album:4slxl2AtIrPX8nIYbmPsrb,https://open.spotify.com/album/4slxl2AtIrPX8nIYbmPsrb,USDHM1414296,https://open.spotify.com/track/5aNaiwqg0H4w6eG1ribBhS,NA,G,minor,G minor
5,0.843,0.163,0,-11.835,0,0.0373,0.886,0.00207,0.0966,0.793,114.998,0A6uOgqAzVU38ZGPqXDROV,4,2018-03-15T15:10:50Z,FALSE,NA,kesarleon,1,262866,FALSE,FALSE,https://api.spotify.com/v1/tracks/0A6uOgqAzVU38ZGPqXDROV,FALSE,Beautiful Girl,26,https://p.scdn.co/mp3-preview/ebb7ef47a80f6f27119f44f2fe03d141cb83653b?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,5,track,spotify:track:0A6uOgqAzVU38ZGPqXDROV,album,https://api.spotify.com/v1/albums/4slxl2AtIrPX8nIYbmPsrb,4slxl2AtIrPX8nIYbmPsrb,Cada vez,05/07/2014,day,16,album,spotify:album:4slxl2AtIrPX8nIYbmPsrb,https://open.spotify.com/album/4slxl2AtIrPX8nIYbmPsrb,USDHM1414298,https://open.spotify.com/track/0A6uOgqAzVU38ZGPqXDROV,NA,C,minor,C minor
6,0.737,0.613,9,-6.415,0,0.0371,0.791,7.81E-06,0.049,0.919,94.996,3rTbvxv2bLNOoFMZeNZaE5,3,2018-03-15T15:15:15Z,FALSE,NA,kesarleon,1,217680,FALSE,FALSE,https://api.spotify.com/v1/tracks/3rTbvxv2bLNOoFMZeNZaE5,FALSE,El Amor,27,https://p.scdn.co/mp3-preview/0f3b00ec6f8ea660b7516eb32589d45ca4495566?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,5,track,spotify:track:3rTbvxv2bLNOoFMZeNZaE5,album,https://api.spotify.com/v1/albums/0Gl73ICTO0K3h8f1E9cdZy,0Gl73ICTO0K3h8f1E9cdZy,"No Corro, No Grito, No Empujo",15/11/2012,day,13,album,spotify:album:0Gl73ICTO0K3h8f1E9cdZy,https://open.spotify.com/album/0Gl73ICTO0K3h8f1E9cdZy,USDHM1305566,https://open.spotify.com/track/3rTbvxv2bLNOoFMZeNZaE5,NA,A,minor,A minor
7,0.556,0.463,4,-9.269,0,0.0397,0.829,0.0827,0.133,0.131,107.369,0sZG075SY5iEnfMhYotmBs,4,2018-03-15T15:26:18Z,FALSE,NA,kesarleon,1,385133,FALSE,FALSE,https://api.spotify.com/v1/tracks/0sZG075SY5iEnfMhYotmBs,FALSE,St James Infirmary,31,https://p.scdn.co/mp3-preview/19555ad0a233ba5e76462048edacda1aa9fbb6fd?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,1,track,spotify:track:0sZG075SY5iEnfMhYotmBs,album,https://api.spotify.com/v1/albums/1rbiEdED7liKBMxsm6s7HT,1rbiEdED7liKBMxsm6s7HT,Let Them Talk (Bonus Track Version),09/05/2011,day,16,album,spotify:album:1rbiEdED7liKBMxsm6s7HT,https://open.spotify.com/album/1rbiEdED7liKBMxsm6s7HT,GBAHT1100010,https://open.spotify.com/track/0sZG075SY5iEnfMhYotmBs,NA,E,minor,E minor
8,0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100.163,5CMjjywI0eZMixPeqNd75R,4,2018-03-15T15:27:02Z,FALSE,NA,kesarleon,1,353893,FALSE,FALSE,https://api.spotify.com/v1/tracks/5CMjjywI0eZMixPeqNd75R,FALSE,Lose Yourself to Dance (feat. Pharrell Williams),70,https://p.scdn.co/mp3-preview/24e8d6ba5f91d46782dc44ca9eb44db18b1fc897?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,6,track,spotify:track:5CMjjywI0eZMixPeqNd75R,album,https://api.spotify.com/v1/albums/4m2880jivSbbyEGAKfITCa,4m2880jivSbbyEGAKfITCa,Random Access Memories,17/05/2013,day,13,album,spotify:album:4m2880jivSbbyEGAKfITCa,https://open.spotify.com/album/4m2880jivSbbyEGAKfITCa,USQX91300106,https://open.spotify.com/track/5CMjjywI0eZMixPeqNd75R,NA,A#,minor,A# minor
9,0.537,0.409,5,-7.922,0,0.0599,0.769,0,0.101,0.493,95.057,0zKc1viesv41Gj6ztAtF40,4,2018-03-15T15:34:45Z,FALSE,NA,kesarleon,1,207240,FALSE,FALSE,https://api.spotify.com/v1/tracks/0zKc1viesv41Gj6ztAtF40,FALSE,Kiss of Fire,42,https://p.scdn.co/mp3-preview/da3f3481de9600ccfaa3e011e192354f941ed6ee?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,3,track,spotify:track:0zKc1viesv41Gj6ztAtF40,album,https://api.spotify.com/v1/albums/2nu30dx4AwX9LBFytWz1YN,2nu30dx4AwX9LBFytWz1YN,Didn't It Rain,29/04/2013,day,15,album,spotify:album:2nu30dx4AwX9LBFytWz1YN,https://open.spotify.com/album/2nu30dx4AwX9LBFytWz1YN,GBAHT1300130,https://open.spotify.com/track/0zKc1viesv41Gj6ztAtF40,NA,F,minor,F minor
10,0.775,0.867,5,-1.582,0,0.0414,0.0132,0.00684,0.278,0.869,96.038,0atfY1ew83Ql9nNnJiD2t5,4,2018-03-15T15:35:13Z,FALSE,NA,kesarleon,1,265746,FALSE,FALSE,https://api.spotify.com/v1/tracks/0atfY1ew83Ql9nNnJiD2t5,FALSE,Bonita,71,NA,TRUE,1,track,spotify:track:0atfY1ew83Ql9nNnJiD2t5,single,https://api.spotify.com/v1/albums/5VVKOOGmPdCa8Iie0Jzydb,5VVKOOGmPdCa8Iie0Jzydb,Bonita,02/06/2017,day,1,album,spotify:album:5VVKOOGmPdCa8Iie0Jzydb,https://open.spotify.com/album/5VVKOOGmPdCa8Iie0Jzydb,USLZJ1770735,https://open.spotify.com/track/0atfY1ew83Ql9nNnJiD2t5,NA,F,minor,F minor
11,0.622,0.912,9,-4.581,1,0.254,0.433,0,0.265,0.887,92.036,3ZRya0IUyPX0O1z0iz5GhS,4,2018-03-15T15:37:06Z,FALSE,NA,kesarleon,1,273160,FALSE,FALSE,https://api.spotify.com/v1/tracks/3ZRya0IUyPX0O1z0iz5GhS,FALSE,Efectos Vocales,0,NA,TRUE,6,track,spotify:track:3ZRya0IUyPX0O1z0iz5GhS,album,https://api.spotify.com/v1/albums/67h4xJoEufeYEc5lgfRYUm,67h4xJoEufeYEc5lgfRYUm,Un Dia En Suburbia (Edited Version),01/01/2008,day,16,album,spotify:album:67h4xJoEufeYEc5lgfRYUm,https://open.spotify.com/album/67h4xJoEufeYEc5lgfRYUm,ES5700801167,https://open.spotify.com/track/3ZRya0IUyPX0O1z0iz5GhS,NA,A,major,A major
12,0.461,0.867,1,-6.043,0,0.324,0.585,0,0.0969,0.711,82.472,7wdDOieG7fUyNmSYUYjQW9,4,2018-03-15T15:37:12Z,FALSE,NA,kesarleon,1,253333,FALSE,FALSE,https://api.spotify.com/v1/tracks/7wdDOieG7fUyNmSYUYjQW9,FALSE,El Idioma De Los Dioses,0,NA,TRUE,17,track,spotify:track:7wdDOieG7fUyNmSYUYjQW9,album,https://api.spotify.com/v1/albums/4kOILxgkdcv1OrBZbaJ1dw,4kOILxgkdcv1OrBZbaJ1dw,Mejor Que El Silencio,01/01/2011,day,17,album,spotify:album:4kOILxgkdcv1OrBZbaJ1dw,https://open.spotify.com/album/4kOILxgkdcv1OrBZbaJ1dw,ES5701100114,https://open.spotify.com/track/7wdDOieG7fUyNmSYUYjQW9,NA,C#,minor,C# minor
13,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,2cGxRwrMyEAp8dEbuZaVv6,4,2018-03-15T15:37:53Z,FALSE,NA,kesarleon,1,337560,FALSE,FALSE,https://api.spotify.com/v1/tracks/2cGxRwrMyEAp8dEbuZaVv6,FALSE,Instant Crush (feat. Julian Casablancas),75,https://p.scdn.co/mp3-preview/df572a412d8737b2579169fd8b58786a8c8f2f2d?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,5,track,spotify:track:2cGxRwrMyEAp8dEbuZaVv6,album,https://api.spotify.com/v1/albums/4m2880jivSbbyEGAKfITCa,4m2880jivSbbyEGAKfITCa,Random Access Memories,17/05/2013,day,13,album,spotify:album:4m2880jivSbbyEGAKfITCa,https://open.spotify.com/album/4m2880jivSbbyEGAKfITCa,USQX91300105,https://open.spotify.com/track/2cGxRwrMyEAp8dEbuZaVv6,NA,A#,minor,A# minor
14,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,32OlwWuMpZ6b0aN2RZOeMS,4,2018-03-15T15:38:02Z,FALSE,NA,kesarleon,1,269666,FALSE,FALSE,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,FALSE,Uptown Funk (feat. Bruno Mars),81,https://p.scdn.co/mp3-preview/860c242da8fb38c6d67f4ba267cca6c66801fc25?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,4,track,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,album,https://api.spotify.com/v1/albums/3vLaOYCNCzngDf8QdBg2V1,3vLaOYCNCzngDf8QdBg2V1,Uptown Special,12/01/2015,day,11,album,spotify:album:3vLaOYCNCzngDf8QdBg2V1,https://open.spotify.com/album/3vLaOYCNCzngDf8QdBg2V1,GBARL1401524,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,NA,C,major,C major
15,0.775,0.719,7,-6.212,0,0.0435,0.132,1.79E-06,0.0662,0.712,117.513,48td6xvpokdYwvbl3JIiXP,4,2018-03-15T15:38:18Z,FALSE,NA,kesarleon,1,246026,FALSE,FALSE,https://api.spotify.com/v1/tracks/48td6xvpokdYwvbl3JIiXP,FALSE,Love Never Felt So Good,68,https://p.scdn.co/mp3-preview/01ca80f1b2042f7e4a6d45b5f11bf03060a41c2d?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,17,track,spotify:track:48td6xvpokdYwvbl3JIiXP,album,https://api.spotify.com/v1/albums/7pomP86PUhoJpY3fsC0WDQ,7pomP86PUhoJpY3fsC0WDQ,XSCAPE,09/05/2014,day,17,album,spotify:album:7pomP86PUhoJpY3fsC0WDQ,https://open.spotify.com/album/7pomP86PUhoJpY3fsC0WDQ,USSM11401760,https://open.spotify.com/track/48td6xvpokdYwvbl3JIiXP,NA,G,minor,G minor
16,0.281,0.47,4,-8.583,0,0.045,0.0231,2.19E-06,0.706,0.11,155.447,5ZTvDBbre4ANqBGijob652,4,2018-03-15T15:38:28Z,FALSE,NA,kesarleon,1,385746,FALSE,FALSE,https://api.spotify.com/v1/tracks/5ZTvDBbre4ANqBGijob652,FALSE,Ruégame - En Vivo,22,https://p.scdn.co/mp3-preview/cb232e782324ef1035b5ae5cb82a4689a85dca3d?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,13,track,spotify:track:5ZTvDBbre4ANqBGijob652,album,https://api.spotify.com/v1/albums/4lnIDZelScZATye4CgrpyG,4lnIDZelScZATye4CgrpyG,Aplaudan en la Luna (En Vivo),19/08/2014,day,15,album,spotify:album:4lnIDZelScZATye4CgrpyG,https://open.spotify.com/album/4lnIDZelScZATye4CgrpyG,ARF101400122,https://open.spotify.com/track/5ZTvDBbre4ANqBGijob652,NA,E,minor,E minor
17,0.686,0.699,1,-6.009,0,0.025,0.27,0.00048,0.113,0.675,108.513,5agpMV7rvg7Hf8IiX5kQXe,4,2018-03-15T15:38:48Z,FALSE,NA,kesarleon,1,236266,FALSE,FALSE,https://api.spotify.com/v1/tracks/5agpMV7rvg7Hf8IiX5kQXe,FALSE,Impacto,55,NA,TRUE,16,track,spotify:track:5agpMV7rvg7Hf8IiX5kQXe,album,https://api.spotify.com/v1/albums/6MKWjtAaCgbK3AXFr8FMUe,6MKWjtAaCgbK3AXFr8FMUe,El Segundo Es Felino,2008,year,16,album,spotify:album:6MKWjtAaCgbK3AXFr8FMUe,https://open.spotify.com/album/6MKWjtAaCgbK3AXFr8FMUe,MX2260900016,https://open.spotify.com/track/5agpMV7rvg7Hf8IiX5kQXe,NA,C#,minor,C# minor
18,0.672,0.919,7,-2.733,1,0.173,0.154,0,0.113,0.464,195.99,6SVEw266UzbkAKfCLeBPGy,4,2018-03-15T15:55:10Z,FALSE,NA,kesarleon,1,241080,FALSE,FALSE,https://api.spotify.com/v1/tracks/6SVEw266UzbkAKfCLeBPGy,FALSE,Simples Corazones,0,NA,TRUE,1,track,spotify:track:6SVEw266UzbkAKfCLeBPGy,single,https://api.spotify.com/v1/albums/4nrV5Id8yrr3f8ZvyCgFkG,4nrV5Id8yrr3f8ZvyCgFkG,Simples Corazones,09/03/2018,day,1,album,spotify:album:4nrV5Id8yrr3f8ZvyCgFkG,https://open.spotify.com/album/4nrV5Id8yrr3f8ZvyCgFkG,QM9F81800002,https://open.spotify.com/track/6SVEw266UzbkAKfCLeBPGy,NA,G,major,G major
19,0.34,0.591,4,-7.431,0,0.0387,0.529,0.000258,0.205,0.382,169.119,65tPakuFUefM2XRf9HMiNg,4,2018-03-15T16:11:12Z,FALSE,NA,kesarleon,1,212372,FALSE,FALSE,https://api.spotify.com/v1/tracks/65tPakuFUefM2XRf9HMiNg,FALSE,Mareo,45,https://p.scdn.co/mp3-preview/4d7f3927261b5eeedde801167e91c55e124cc40c?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,7,track,spotify:track:65tPakuFUefM2XRf9HMiNg,album,https://api.spotify.com/v1/albums/7FYLw9fTOiYnJFbFk2Mntn,7FYLw9fTOiYnJFbFk2Mntn,Infame,19/10/2003,day,14,album,spotify:album:7FYLw9fTOiYnJFbFk2Mntn,https://open.spotify.com/album/7FYLw9fTOiYnJFbFk2Mntn,ARF470400020,https://open.spotify.com/track/65tPakuFUefM2XRf9HMiNg,NA,E,minor,E minor
20,0.519,0.464,4,-9.488,0,0.0253,0.421,0.00556,0.113,0.369,163.183,41Exz0P3EDlhJfeANqroAt,4,2018-03-15T16:11:25Z,FALSE,NA,kesarleon,1,193306,FALSE,FALSE,https://api.spotify.com/v1/tracks/41Exz0P3EDlhJfeANqroAt,FALSE,La Puntita,39,https://p.scdn.co/mp3-preview/5def4f2b07441cacd18d122265c6441616ae0c3c?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,11,track,spotify:track:41Exz0P3EDlhJfeANqroAt,album,https://api.spotify.com/v1/albums/7FYLw9fTOiYnJFbFk2Mntn,7FYLw9fTOiYnJFbFk2Mntn,Infame,19/10/2003,day,14,album,spotify:album:7FYLw9fTOiYnJFbFk2Mntn,https://open.spotify.com/album/7FYLw9fTOiYnJFbFk2Mntn,ARF470400024,https://open.spotify.com/track/41Exz0P3EDlhJfeANqroAt,NA,E,minor,E minor
21,0.875,0.475,9,-12.673,0,0.0986,0.44,0.72,0.046,0.384,99.958,1NeLwFETswx8Fzxl2AFl91,4,2018-03-15T16:11:47Z,FALSE,NA,kesarleon,1,232666,FALSE,FALSE,https://api.spotify.com/v1/tracks/1NeLwFETswx8Fzxl2AFl91,FALSE,Something About Us,69,https://p.scdn.co/mp3-preview/a375c0a23d437a92c225a058d83d355b42042a89?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,9,track,spotify:track:1NeLwFETswx8Fzxl2AFl91,album,https://api.spotify.com/v1/albums/2noRn2Aes5aoNVsU6iWThc,2noRn2Aes5aoNVsU6iWThc,Discovery,07/03/2001,day,14,album,spotify:album:2noRn2Aes5aoNVsU6iWThc,https://open.spotify.com/album/2noRn2Aes5aoNVsU6iWThc,GBDUW0000064,https://open.spotify.com/track/1NeLwFETswx8Fzxl2AFl91,NA,A,minor,A minor
22,0.742,0.859,10,-4.942,1,0.0482,0.0824,0,0.359,0.652,95.046,0JcNysfWVWaMS7R6vzGB2k,4,2018-03-15T16:18:57Z,FALSE,NA,kesarleon,1,194742,FALSE,FALSE,https://api.spotify.com/v1/tracks/0JcNysfWVWaMS7R6vzGB2k,FALSE,Robarte un Beso,73,https://p.scdn.co/mp3-preview/219014f84271bf22a562045bef9b9d39fe95445d?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,13,track,spotify:track:0JcNysfWVWaMS7R6vzGB2k,album,https://api.spotify.com/v1/albums/57giaIaMyAVCS7jMIaoIgK,57giaIaMyAVCS7jMIaoIgK,VIVES,10/11/2017,day,18,album,spotify:album:57giaIaMyAVCS7jMIaoIgK,https://open.spotify.com/album/57giaIaMyAVCS7jMIaoIgK,USSD11700301,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k,NA,A#,major,A# major
23,0.681,0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,33bnxcjePIkcmNjEFTJX0l,4,2018-03-15T16:58:19Z,FALSE,NA,kesarleon,1,220116,FALSE,FALSE,https://api.spotify.com/v1/tracks/33bnxcjePIkcmNjEFTJX0l,FALSE,Déjala Que Vuelva (feat. Manuel Turizo),68,https://p.scdn.co/mp3-preview/9b642262186bab04cb69e312bfb105c035ae0120?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,1,track,spotify:track:33bnxcjePIkcmNjEFTJX0l,single,https://api.spotify.com/v1/albums/70WadO9CAH4rOI1rEbTS0a,70WadO9CAH4rOI1rEbTS0a,Déjala Que Vuelva (feat. Manuel Turizo),20/10/2017,day,1,album,spotify:album:70WadO9CAH4rOI1rEbTS0a,https://open.spotify.com/album/70WadO9CAH4rOI1rEbTS0a,MXF151700546,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l,NA,C#,major,C# major
24,0.631,0.662,1,-8.318,1,0.0563,0.424,2.32E-06,0.0878,0.623,116.587,1GMoS97EgNwJmuSp3IKhEi,4,2018-03-15T17:03:39Z,FALSE,NA,kesarleon,1,221413,FALSE,FALSE,https://api.spotify.com/v1/tracks/1GMoS97EgNwJmuSp3IKhEi,FALSE,Unchain My Heart,41,https://p.scdn.co/mp3-preview/dce79cd6c997da30c503db9ae46adf736f94bbc7?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,14,track,spotify:track:1GMoS97EgNwJmuSp3IKhEi,album,https://api.spotify.com/v1/albums/2nu30dx4AwX9LBFytWz1YN,2nu30dx4AwX9LBFytWz1YN,Didn't It Rain,29/04/2013,day,15,album,spotify:album:2nu30dx4AwX9LBFytWz1YN,https://open.spotify.com/album/2nu30dx4AwX9LBFytWz1YN,GBAHT1300145,https://open.spotify.com/track/1GMoS97EgNwJmuSp3IKhEi,NA,C#,major,C# major
25,0.742,0.61,9,-7.596,1,0.0853,0.175,0,0.0493,0.722,113.281,3ydweVPwq9PCEVJ8WwqT6u,4,2018-03-15T17:05:43Z,FALSE,NA,kesarleon,1,313000,FALSE,FALSE,https://api.spotify.com/v1/tracks/3ydweVPwq9PCEVJ8WwqT6u,FALSE,Loco (Tu Forma De Ser),69,https://p.scdn.co/mp3-preview/367a77d33470fffe30c71bb72b1a38e833a2830d?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,11,track,spotify:track:3ydweVPwq9PCEVJ8WwqT6u,album,https://api.spotify.com/v1/albums/2pqscM7JlS6XR6fk7Y8tVZ,2pqscM7JlS6XR6fk7Y8tVZ,El Milagro Argentino,27/06/1989,day,13,album,spotify:album:2pqscM7JlS6XR6fk7Y8tVZ,https://open.spotify.com/album/2pqscM7JlS6XR6fk7Y8tVZ,ARF039600722,https://open.spotify.com/track/3ydweVPwq9PCEVJ8WwqT6u,NA,A,major,A major
26,0.628,0.762,9,-5.286,1,0.03,0.348,0,0.774,0.809,90.012,4wXjnoLIMTninCnKRgGsQc,4,2018-03-15T17:05:54Z,FALSE,NA,kesarleon,1,234985,FALSE,FALSE,https://api.spotify.com/v1/tracks/4wXjnoLIMTninCnKRgGsQc,FALSE,No Me Importa el Dinero (feat. Julieta Venegas) - Vivo en el Palacio de los Deportes,65,https://p.scdn.co/mp3-preview/fe7636de9403c1aa5092a93ae55f721bd746efc9?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,3,track,spotify:track:4wXjnoLIMTninCnKRgGsQc,album,https://api.spotify.com/v1/albums/7gSe5tBOrBERCFvQgR6TsC,7gSe5tBOrBERCFvQgR6TsC,En Vivo en el Palacio de los Deportes - 25 Aniversario,10/05/2012,day,15,album,spotify:album:7gSe5tBOrBERCFvQgR6TsC,https://open.spotify.com/album/7gSe5tBOrBERCFvQgR6TsC,ARF471200030,https://open.spotify.com/track/4wXjnoLIMTninCnKRgGsQc,NA,A,major,A major
27,0.661,0.964,2,-4.105,1,0.0364,0.0532,0,0.11,0.597,101.984,6iCnJkKswtMYoSmT58HmEn,4,2018-03-15T17:06:01Z,FALSE,NA,kesarleon,1,247453,FALSE,FALSE,https://api.spotify.com/v1/tracks/6iCnJkKswtMYoSmT58HmEn,FALSE,Un Osito de Peluche de Taiwán,63,https://p.scdn.co/mp3-preview/7d0a61b4388d15e909d8def8ff0e9fe181c7ed99?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,5,track,spotify:track:6iCnJkKswtMYoSmT58HmEn,album,https://api.spotify.com/v1/albums/0RvMRxxQUVQp2jb3CIbg5g,0RvMRxxQUVQp2jb3CIbg5g,Sigue Tu Camino,01/01/2003,day,14,album,spotify:album:0RvMRxxQUVQp2jb3CIbg5g,https://open.spotify.com/album/0RvMRxxQUVQp2jb3CIbg5g,USA560696240,https://open.spotify.com/track/6iCnJkKswtMYoSmT58HmEn,NA,D,major,D major
28,0.644,0.749,7,-7.85,1,0.0364,0.131,0,0.76,0.684,103.767,4OZDQWP8vOUtwunv0yKHZm,4,2018-03-15T17:06:09Z,FALSE,NA,kesarleon,1,184346,FALSE,FALSE,https://api.spotify.com/v1/tracks/4OZDQWP8vOUtwunv0yKHZm,FALSE,Besándote - En Vivo,53,https://p.scdn.co/mp3-preview/5e2b62233c16f0736b239de5a3de0be7fe9ee478?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,10,track,spotify:track:4OZDQWP8vOUtwunv0yKHZm,album,https://api.spotify.com/v1/albums/7LICIRVusQlBWA5KfVOIlL,7LICIRVusQlBWA5KfVOIlL,Somos (En Vivo),2008,year,21,album,spotify:album:7LICIRVusQlBWA5KfVOIlL,https://open.spotify.com/album/7LICIRVusQlBWA5KfVOIlL,ARF470800264,https://open.spotify.com/track/4OZDQWP8vOUtwunv0yKHZm,NA,G,major,G major
29,0.679,0.793,9,-6.424,1,0.0564,0.0301,1.02E-05,0.366,0.932,144.339,7ajbuRiZBfqFxaq38BsmUO,4,2018-03-15T17:06:56Z,FALSE,NA,kesarleon,1,212173,FALSE,FALSE,https://api.spotify.com/v1/tracks/7ajbuRiZBfqFxaq38BsmUO,FALSE,Diosa,0,NA,TRUE,5,track,spotify:track:7ajbuRiZBfqFxaq38BsmUO,compilation,https://api.spotify.com/v1/albums/2MlmLMh7rDGY0u2gMOpLnt,2MlmLMh7rDGY0u2gMOpLnt,"Lo Mejor Del '95 Boom, Vol. 3",23/08/2016,day,37,album,spotify:album:2MlmLMh7rDGY0u2gMOpLnt,https://open.spotify.com/album/2MlmLMh7rDGY0u2gMOpLnt,QMHUY1560734,https://open.spotify.com/track/7ajbuRiZBfqFxaq38BsmUO,NA,A,major,A major
30,0.583,0.849,7,-5.394,0,0.248,0.707,0,0.168,0.835,92.143,7lyP8bYSThLypxYsjPoxH1,4,2018-03-15T17:07:59Z,FALSE,NA,kesarleon,1,269066,FALSE,FALSE,https://api.spotify.com/v1/tracks/7lyP8bYSThLypxYsjPoxH1,FALSE,Ellas,50,NA,TRUE,8,track,spotify:track:7lyP8bYSThLypxYsjPoxH1,album,https://api.spotify.com/v1/albums/2Sp85NL3kFL3paJQcWg529,2Sp85NL3kFL3paJQcWg529,Mejor Que El Silencio,01/01/2011,day,17,album,spotify:album:2Sp85NL3kFL3paJQcWg529,https://open.spotify.com/album/2Sp85NL3kFL3paJQcWg529,ES5701100105,https://open.spotify.com/track/7lyP8bYSThLypxYsjPoxH1,NA,G,minor,G minor
