ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,time_signature,added_at,is_local,primary_color,added_by.id,track.disc_number,track.duration_ms,track.episode,track.explicit,track.href,track.is_local,track.name,track.popularity,track.preview_url,track.track,track.track_number,track.type,track.uri,track.album.album_type,track.album.href,track.album.id,track.album.name,track.album.release_date,track.album.release_date_precision,track.album.total_tracks,track.album.type,track.album.uri,track.album.external_urls.spotify,track.external_ids.isrc,track.external_urls.spotify,video_thumbnail.url,key_name,mode_name,key_mode
90,0.51,0.728,2,-12.725,1,0.0521,0.00328,0.00286,0.0701,0.826,116.447,1tLlwGjRXhJ66zgZ978oC9,4,2018-03-18T06:09:56Z,FALSE,NA,kesarleon,1,250306,FALSE,FALSE,https://api.spotify.com/v1/tracks/1tLlwGjRXhJ66zgZ978oC9,FALSE,Sol de Media Noche,0,NA,TRUE,3,track,spotify:track:1tLlwGjRXhJ66zgZ978oC9,album,https://api.spotify.com/v1/albums/0K4u6F523q9hHjIZyduSK7,0K4u6F523q9hHjIZyduSK7,96-05,18/11/2008,day,15,album,spotify:album:0K4u6F523q9hHjIZyduSK7,https://open.spotify.com/album/0K4u6F523q9hHjIZyduSK7,USASJ0800744,https://open.spotify.com/track/1tLlwGjRXhJ66zgZ978oC9,NA,D,major,D major
91,0.603,0.755,7,-8.211,0,0.0281,0.127,1.41E-05,0.278,0.338,114.169,2YJV5BX5npoh8FjwNmMbiP,4,2018-03-18T06:10:10Z,FALSE,NA,kesarleon,1,311400,FALSE,FALSE,https://api.spotify.com/v1/tracks/2YJV5BX5npoh8FjwNmMbiP,FALSE,Noches de Tu Piel,49,https://p.scdn.co/mp3-preview/a5d76f6075c7e2ead70c09d6ed4805c8903513ec?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,19,track,spotify:track:2YJV5BX5npoh8FjwNmMbiP,album,https://api.spotify.com/v1/albums/4TC8pE18FdImaDP8ql30QA,4TC8pE18FdImaDP8ql30QA,Rock En Espanol - Lo Mejor De La Castañeda,05/07/1997,day,19,album,spotify:album:4TC8pE18FdImaDP8ql30QA,https://open.spotify.com/album/4TC8pE18FdImaDP8ql30QA,MXF010000187,https://open.spotify.com/track/2YJV5BX5npoh8FjwNmMbiP,NA,G,minor,G minor
92,0.527,0.855,0,-6.674,1,0.0599,0.00548,0.000362,0.14,0.451,138.032,4f6bE40jl7zuFJ3cOCwaI1,4,2018-03-18T06:17:23Z,FALSE,NA,kesarleon,2,282760,FALSE,FALSE,https://api.spotify.com/v1/tracks/4f6bE40jl7zuFJ3cOCwaI1,FALSE,Mi Vida,70,https://p.scdn.co/mp3-preview/ae386e6f9b14eecac68b44179886cd90495c1fda?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,4,track,spotify:track:4f6bE40jl7zuFJ3cOCwaI1,compilation,https://api.spotify.com/v1/albums/103zw9Qm9BRCdlb3mYsBOl,103zw9Qm9BRCdlb3mYsBOl,"José José, Un Tributo 1 & 2",19/11/2013,day,33,album,spotify:album:103zw9Qm9BRCdlb3mYsBOl,https://open.spotify.com/album/103zw9Qm9BRCdlb3mYsBOl,MXF011300398,https://open.spotify.com/track/4f6bE40jl7zuFJ3cOCwaI1,NA,C,major,C major
93,0.672,0.5,8,-9.866,1,0.0322,0.277,0,0.0954,0.201,95.758,1uGfA3nwqg6bd7IzE7K0Rp,4,2018-03-18T06:22:04Z,FALSE,NA,kesarleon,1,291828,FALSE,FALSE,https://api.spotify.com/v1/tracks/1uGfA3nwqg6bd7IzE7K0Rp,FALSE,La Balada,57,https://p.scdn.co/mp3-preview/a71f249cf77c3634419e2f785bedeb747bdfa095?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,5,track,spotify:track:1uGfA3nwqg6bd7IzE7K0Rp,album,https://api.spotify.com/v1/albums/08zGkegYfFHnM4trm489QN,08zGkegYfFHnM4trm489QN,Rock En Español - Lo Mejor De Cuca,07/06/2001,day,21,album,spotify:album:08zGkegYfFHnM4trm489QN,https://open.spotify.com/album/08zGkegYfFHnM4trm489QN,MXF019500628,https://open.spotify.com/track/1uGfA3nwqg6bd7IzE7K0Rp,NA,G#,major,G# major
94,0.434,0.869,1,-4.326,1,0.0511,0.011,2.15E-06,0.371,0.349,145.865,4Uaa3LEapHkSeVwJcCTvTP,4,2018-03-18T06:23:45Z,FALSE,NA,kesarleon,1,242613,FALSE,FALSE,https://api.spotify.com/v1/tracks/4Uaa3LEapHkSeVwJcCTvTP,FALSE,El Son del Dolor,0,NA,TRUE,2,track,spotify:track:4Uaa3LEapHkSeVwJcCTvTP,album,https://api.spotify.com/v1/albums/0aqVqyNoU64e3CC7j7Z0pQ,0aqVqyNoU64e3CC7j7Z0pQ,G,26/07/2010,day,50,album,spotify:album:0aqVqyNoU64e3CC7j7Z0pQ,https://open.spotify.com/album/0aqVqyNoU64e3CC7j7Z0pQ,MXF019600609,https://open.spotify.com/track/4Uaa3LEapHkSeVwJcCTvTP,NA,C#,major,C# major
95,0.383,0.962,8,-7.526,1,0.285,0.01,2.85E-06,0.227,0.361,183.989,3XOAOvlRTo3vConiAvUm29,4,2018-03-18T06:33:33Z,FALSE,NA,kesarleon,1,213466,FALSE,FALSE,https://api.spotify.com/v1/tracks/3XOAOvlRTo3vConiAvUm29,FALSE,Cara de Pizza,47,https://p.scdn.co/mp3-preview/fea678e17f6c88814635bb29b41d4b2ca3e56c71?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,1,track,spotify:track:3XOAOvlRTo3vConiAvUm29,album,https://api.spotify.com/v1/albums/7ob1QWWWDWYkpewkCuYKEE,7ob1QWWWDWYkpewkCuYKEE,La Invasion De Los Blatidos,23/10/1992,day,12,album,spotify:album:7ob1QWWWDWYkpewkCuYKEE,https://open.spotify.com/album/7ob1QWWWDWYkpewkCuYKEE,MXF019201085,https://open.spotify.com/track/3XOAOvlRTo3vConiAvUm29,NA,G#,major,G# major
96,0.722,0.829,7,-7.571,1,0.0847,0.121,0.000119,0.128,0.542,100,6AGh8CJ0jhJXmNgxzCH6P8,4,2018-03-18T06:39:01Z,FALSE,NA,kesarleon,1,239674,FALSE,FALSE,https://api.spotify.com/v1/tracks/6AGh8CJ0jhJXmNgxzCH6P8,FALSE,La Que Me Gusta,0,NA,TRUE,2,track,spotify:track:6AGh8CJ0jhJXmNgxzCH6P8,album,https://api.spotify.com/v1/albums/2py0AuJMOvaj7NN4mb1GHW,2py0AuJMOvaj7NN4mb1GHW,Repeat After Me,24/09/2013,day,13,album,spotify:album:2py0AuJMOvaj7NN4mb1GHW,https://open.spotify.com/album/2py0AuJMOvaj7NN4mb1GHW,QMV3X1300101,https://open.spotify.com/track/6AGh8CJ0jhJXmNgxzCH6P8,NA,G,major,G major
97,0.378,0.896,2,-4.066,1,0.0407,0.000452,0,0.194,0.469,174.302,5qqabIl2vWzo9ApSC317sa,4,2018-03-18T06:46:31Z,FALSE,NA,LMM,1,258773,FALSE,FALSE,https://api.spotify.com/v1/tracks/5qqabIl2vWzo9ApSC317sa,FALSE,Wonderwall - Remastered,78,https://p.scdn.co/mp3-preview/d012e536916c927bd6c8ced0dae75ee3b7715983?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,3,track,spotify:track:5qqabIl2vWzo9ApSC317sa,album,https://api.spotify.com/v1/albums/1VW1MFNstaJuygaoTPkdCk,1VW1MFNstaJuygaoTPkdCk,(What's The Story) Morning Glory? [Remastered],02/10/1995,day,40,album,spotify:album:1VW1MFNstaJuygaoTPkdCk,https://open.spotify.com/album/1VW1MFNstaJuygaoTPkdCk,GBQCP1400109,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,NA,D,major,D major
98,0.469,0.926,9,-4.492,1,0.0461,0.00257,0.00402,0.33,0.56,154.349,1BaNzcWE5fAJ6Ujh1CytzN,4,2018-03-18T06:47:44Z,FALSE,NA,kesarleon,1,224320,FALSE,FALSE,https://api.spotify.com/v1/tracks/1BaNzcWE5fAJ6Ujh1CytzN,FALSE,Tornasol (Vuelves a Ser),58,NA,TRUE,11,track,spotify:track:1BaNzcWE5fAJ6Ujh1CytzN,album,https://api.spotify.com/v1/albums/5cc54VNiVL3mwUZxKCELNJ,5cc54VNiVL3mwUZxKCELNJ,La Gusana Ciega,01/01/2000,day,14,album,spotify:album:5cc54VNiVL3mwUZxKCELNJ,https://open.spotify.com/album/5cc54VNiVL3mwUZxKCELNJ,MXF110000369,https://open.spotify.com/track/1BaNzcWE5fAJ6Ujh1CytzN,NA,A,major,A major
99,0.356,0.917,9,-6.006,1,0.0479,0.0335,0,0.406,0.518,171.176,57iDDD9N9tTWe75x6qhStw,4,2018-03-18T06:50:35Z,FALSE,NA,LMM,1,357266,FALSE,FALSE,https://api.spotify.com/v1/tracks/57iDDD9N9tTWe75x6qhStw,FALSE,Bitter Sweet Symphony,78,NA,TRUE,1,track,spotify:track:57iDDD9N9tTWe75x6qhStw,album,https://api.spotify.com/v1/albums/52AeC4gwbxDfFlLHgK1ByD,52AeC4gwbxDfFlLHgK1ByD,Urban Hymns (Remastered 2016),29/09/1997,day,13,album,spotify:album:52AeC4gwbxDfFlLHgK1ByD,https://open.spotify.com/album/52AeC4gwbxDfFlLHgK1ByD,GBUM71601816,https://open.spotify.com/track/57iDDD9N9tTWe75x6qhStw,NA,A,major,A major
100,0.357,0.678,0,-5.388,1,0.041,0.0371,0.0195,0.217,0.281,126.733,3Y4m9Td603gbfMB86UNafs,4,2018-03-18T16:36:11Z,FALSE,NA,kesarleon,1,211120,FALSE,FALSE,https://api.spotify.com/v1/tracks/3Y4m9Td603gbfMB86UNafs,FALSE,Can't Take My Eyes off You,57,https://p.scdn.co/mp3-preview/9f7f66666d1b0285245bb96d6c7c1a9a0c066814?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,4,track,spotify:track:3Y4m9Td603gbfMB86UNafs,single,https://api.spotify.com/v1/albums/3kVGhOkgwIS2S0Gf1El92G,3kVGhOkgwIS2S0Gf1El92G,Dead Star / In Your World,2002,year,4,album,spotify:album:3kVGhOkgwIS2S0Gf1El92G,https://open.spotify.com/album/3kVGhOkgwIS2S0Gf1El92G,GBAHT0900234,https://open.spotify.com/track/3Y4m9Td603gbfMB86UNafs,NA,C,major,C major
101,0.574,0.338,6,-11.376,1,0.042,0.845,0,0.165,0.493,67.008,4hHbeIIKO5Y5uLyIEbY9Gn,4,2018-03-18T16:36:47Z,FALSE,NA,kesarleon,1,199093,FALSE,FALSE,https://api.spotify.com/v1/tracks/4hHbeIIKO5Y5uLyIEbY9Gn,FALSE,Come Fly With Me - Remastered,70,NA,TRUE,1,track,spotify:track:4hHbeIIKO5Y5uLyIEbY9Gn,album,https://api.spotify.com/v1/albums/66v9QmjAj0Wwhh2OpbU4BE,66v9QmjAj0Wwhh2OpbU4BE,Come Fly With Me (Remastered),1958,year,15,album,spotify:album:66v9QmjAj0Wwhh2OpbU4BE,https://open.spotify.com/album/66v9QmjAj0Wwhh2OpbU4BE,USCA29800360,https://open.spotify.com/track/4hHbeIIKO5Y5uLyIEbY9Gn,NA,F#,major,F# major
102,0.279,0.454,2,-7.733,1,0.0316,0.395,0,0.198,0.216,150.661,6lTTzSk1hRrxp4VMwXBp2l,4,2018-03-18T16:37:37Z,FALSE,NA,kesarleon,1,274933,FALSE,FALSE,https://api.spotify.com/v1/tracks/6lTTzSk1hRrxp4VMwXBp2l,FALSE,My Way,60,NA,TRUE,22,track,spotify:track:6lTTzSk1hRrxp4VMwXBp2l,album,https://api.spotify.com/v1/albums/7gmak9ZGm10y4PtZa9SBQn,7gmak9ZGm10y4PtZa9SBQn,Ultimate Sinatra,21/04/2015,day,26,album,spotify:album:7gmak9ZGm10y4PtZa9SBQn,https://open.spotify.com/album/7gmak9ZGm10y4PtZa9SBQn,USRH10723041,https://open.spotify.com/track/6lTTzSk1hRrxp4VMwXBp2l,NA,D,major,D major
103,0.257,0.338,4,-12.902,1,0.0357,0.736,0,0.252,0.544,207.356,4feXcsElKIVsGwkbnTHAfV,4,2018-03-18T16:37:57Z,FALSE,NA,kesarleon,1,162493,FALSE,FALSE,https://api.spotify.com/v1/tracks/4feXcsElKIVsGwkbnTHAfV,FALSE,Somethin' Stupid,70,NA,TRUE,2,track,spotify:track:4feXcsElKIVsGwkbnTHAfV,album,https://api.spotify.com/v1/albums/67Evm6gPc9wFSUf1aXOrKO,67Evm6gPc9wFSUf1aXOrKO,The World We Knew,1967-08,month,10,album,spotify:album:67Evm6gPc9wFSUf1aXOrKO,https://open.spotify.com/album/67Evm6gPc9wFSUf1aXOrKO,USRH10800988,https://open.spotify.com/track/4feXcsElKIVsGwkbnTHAfV,NA,E,major,E major
104,0.42,0.725,2,-5.899,0,0.0571,0.0113,1.88E-06,0.986,0.37,175.992,2714nXCAcptXivuLACqqf5,4,2018-03-18T20:02:50Z,FALSE,NA,kesarleon,1,315933,FALSE,FALSE,https://api.spotify.com/v1/tracks/2714nXCAcptXivuLACqqf5,FALSE,Adelante - En Vivo,22,https://p.scdn.co/mp3-preview/b47a9de68f24ac012f061fbc80eac180bf98a81d?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,9,track,spotify:track:2714nXCAcptXivuLACqqf5,album,https://api.spotify.com/v1/albums/4lnIDZelScZATye4CgrpyG,4lnIDZelScZATye4CgrpyG,Aplaudan en la Luna (En Vivo),19/08/2014,day,15,album,spotify:album:4lnIDZelScZATye4CgrpyG,https://open.spotify.com/album/4lnIDZelScZATye4CgrpyG,ARF101400117,https://open.spotify.com/track/2714nXCAcptXivuLACqqf5,NA,D,minor,D minor
105,0.747,0.68,7,-5.877,0,0.0553,0.216,1.14E-06,0.267,0.79,126.257,6ccAXgG6HuweRLBXU3amQ5,4,2018-03-18T20:03:28Z,FALSE,NA,kesarleon,1,272840,FALSE,FALSE,https://api.spotify.com/v1/tracks/6ccAXgG6HuweRLBXU3amQ5,FALSE,La Parte de Adelante,59,https://p.scdn.co/mp3-preview/f157ebc40a63371ed23ad79b81e0e9885d1a0ea7?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,1,track,spotify:track:6ccAXgG6HuweRLBXU3amQ5,compilation,https://api.spotify.com/v1/albums/1XLbuOuIevQOETqDpOD6cT,1XLbuOuIevQOETqDpOD6cT,Calamaro Querido!! Cantando Al Salmón Parte 1,13/06/2006,day,12,album,spotify:album:1XLbuOuIevQOETqDpOD6cT,https://open.spotify.com/album/1XLbuOuIevQOETqDpOD6cT,ARFSB0600190,https://open.spotify.com/track/6ccAXgG6HuweRLBXU3amQ5,NA,G,minor,G minor
106,0.306,0.83,9,-7.952,1,0.0819,0.00277,0.757,0.259,0.219,126.426,1kq0ljbWI2t5maGGr2PSuj,4,2018-03-18T20:14:40Z,FALSE,NA,kesarleon,1,271897,FALSE,FALSE,https://api.spotify.com/v1/tracks/1kq0ljbWI2t5maGGr2PSuj,FALSE,Temple of Conglomerates,0,https://p.scdn.co/mp3-preview/d2d8dbba67e1e57be093ba98d47ca534dde68d26?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,1,track,spotify:track:1kq0ljbWI2t5maGGr2PSuj,single,https://api.spotify.com/v1/albums/3uIRRmCErdpGmpmQ3C77II,3uIRRmCErdpGmpmQ3C77II,Temple of Conglomerates,07/12/2017,day,1,album,spotify:album:3uIRRmCErdpGmpmQ3C77II,https://open.spotify.com/album/3uIRRmCErdpGmpmQ3C77II,USDHM1724650,https://open.spotify.com/track/1kq0ljbWI2t5maGGr2PSuj,NA,A,major,A major
107,0.172,0.953,2,-7.498,0,0.238,0.00662,0.188,0.0889,0.0372,86.079,4ZdAE1bPHphA6QsOgcXPa6,4,2018-03-18T20:15:57Z,FALSE,NA,kesarleon,1,240000,FALSE,FALSE,https://api.spotify.com/v1/tracks/4ZdAE1bPHphA6QsOgcXPa6,FALSE,As If It Was Your Last Chance,0,https://p.scdn.co/mp3-preview/3117424e44d1e2143a7d383d2d727b27e03bbbaf?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,1,track,spotify:track:4ZdAE1bPHphA6QsOgcXPa6,single,https://api.spotify.com/v1/albums/5zMWQ26YbrNYMjFYUbJtS2,5zMWQ26YbrNYMjFYUbJtS2,As If It Was Your Last Chance - Single,17/06/2016,day,1,album,spotify:album:5zMWQ26YbrNYMjFYUbJtS2,https://open.spotify.com/album/5zMWQ26YbrNYMjFYUbJtS2,USDHM1616613,https://open.spotify.com/track/4ZdAE1bPHphA6QsOgcXPa6,NA,D,minor,D minor
108,0.773,0.819,0,-5.946,0,0.118,0.428,0,0.0679,0.585,92.987,3dhjNA0jGA8vHBQ1VdD6vV,4,2018-03-19T06:02:16Z,FALSE,NA,kesarleon,1,269186,FALSE,FALSE,https://api.spotify.com/v1/tracks/3dhjNA0jGA8vHBQ1VdD6vV,FALSE,I Feel It Coming,79,NA,TRUE,18,track,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,album,https://api.spotify.com/v1/albums/2ODvWsOgouMbaA5xf0RkJe,2ODvWsOgouMbaA5xf0RkJe,Starboy,25/11/2016,day,18,album,spotify:album:2ODvWsOgouMbaA5xf0RkJe,https://open.spotify.com/album/2ODvWsOgouMbaA5xf0RkJe,USUG11601012,https://open.spotify.com/track/3dhjNA0jGA8vHBQ1VdD6vV,NA,C,minor,C minor
109,0.379,0.775,0,-6.297,1,0.0798,0.0854,0.00446,0.133,0.361,159.83,0kc4G5tEdtmTB0w3gYmb01,3,2018-03-19T06:05:02Z,FALSE,NA,kesarleon,1,284493,FALSE,FALSE,https://api.spotify.com/v1/tracks/0kc4G5tEdtmTB0w3gYmb01,FALSE,Desencuentro (feat. Soko),58,https://p.scdn.co/mp3-preview/5bba50d2aba2d6076d4afabf9bf050525c968a94?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,7,track,spotify:track:0kc4G5tEdtmTB0w3gYmb01,album,https://api.spotify.com/v1/albums/6yClcORh3xiP9Gg1aqbvZ9,6yClcORh3xiP9Gg1aqbvZ9,Residente,31/03/2017,day,13,album,spotify:album:6yClcORh3xiP9Gg1aqbvZ9,https://open.spotify.com/album/6yClcORh3xiP9Gg1aqbvZ9,USSD11700063,https://open.spotify.com/track/0kc4G5tEdtmTB0w3gYmb01,NA,C,major,C major
110,0.542,0.88,2,-5.491,1,0.0312,0.382,0.00132,0.31,0.629,101.478,1Y3lbbbbrHraWdi5dCax8E,4,2018-03-19T06:31:41Z,FALSE,NA,kesarleon,1,223933,FALSE,FALSE,https://api.spotify.com/v1/tracks/1Y3lbbbbrHraWdi5dCax8E,FALSE,Impaciente,33,NA,TRUE,7,track,spotify:track:1Y3lbbbbrHraWdi5dCax8E,album,https://api.spotify.com/v1/albums/6MKWjtAaCgbK3AXFr8FMUe,6MKWjtAaCgbK3AXFr8FMUe,El Segundo Es Felino,2008,year,16,album,spotify:album:6MKWjtAaCgbK3AXFr8FMUe,https://open.spotify.com/album/6MKWjtAaCgbK3AXFr8FMUe,MX2260900008,https://open.spotify.com/track/1Y3lbbbbrHraWdi5dCax8E,NA,D,major,D major
111,0.434,0.801,0,-4.486,1,0.0513,0.00603,0.000164,0.656,0.845,133.827,1kUOw1tcFMNas3llnEGK2J,4,2018-03-19T06:33:27Z,FALSE,NA,kesarleon,1,188866,FALSE,FALSE,https://api.spotify.com/v1/tracks/1kUOw1tcFMNas3llnEGK2J,FALSE,Pum Pum Bang Bang,33,https://p.scdn.co/mp3-preview/ad7fd996d647153588b48b8d0f9c7fbc41465080?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,11,track,spotify:track:1kUOw1tcFMNas3llnEGK2J,compilation,https://api.spotify.com/v1/albums/1jzDxQ0X1yNxjcg7mKEhlC,1jzDxQ0X1yNxjcg7mKEhlC,Tequila Connection 3,03/11/2013,day,18,album,spotify:album:1jzDxQ0X1yNxjcg7mKEhlC,https://open.spotify.com/album/1jzDxQ0X1yNxjcg7mKEhlC,QMDA71312658,https://open.spotify.com/track/1kUOw1tcFMNas3llnEGK2J,NA,C,major,C major
112,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74E-06,0.0414,0.937,124.631,5ZBeML7Lf3FMEVviTyvi8l,4,2018-03-19T18:15:10Z,FALSE,NA,kesarleon,1,155226,FALSE,FALSE,https://api.spotify.com/v1/tracks/5ZBeML7Lf3FMEVviTyvi8l,FALSE,Twist And Shout - Remastered 2009,73,NA,TRUE,14,track,spotify:track:5ZBeML7Lf3FMEVviTyvi8l,album,https://api.spotify.com/v1/albums/3KzAvEXcqJKBF97HrXwlgf,3KzAvEXcqJKBF97HrXwlgf,Please Please Me (Remastered),22/03/1963,day,14,album,spotify:album:3KzAvEXcqJKBF97HrXwlgf,https://open.spotify.com/album/3KzAvEXcqJKBF97HrXwlgf,GBAYE0601423,https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l,NA,D,major,D major
113,0.745,0.466,4,-7.62,0,0.0864,0.00666,0.35,0.272,0.303,123.889,3m6KkYKdnbffMpGd9Pm9FP,4,2018-03-19T20:00:42Z,FALSE,NA,kesarleon,1,231920,FALSE,FALSE,https://api.spotify.com/v1/tracks/3m6KkYKdnbffMpGd9Pm9FP,FALSE,Seven Nation Army,4,NA,TRUE,1,track,spotify:track:3m6KkYKdnbffMpGd9Pm9FP,album,https://api.spotify.com/v1/albums/0rRNLpdA8nA8Sm8Fk490b9,0rRNLpdA8nA8Sm8Fk490b9,Elephant,01/04/2003,day,14,album,spotify:album:0rRNLpdA8nA8Sm8Fk490b9,https://open.spotify.com/album/0rRNLpdA8nA8Sm8Fk490b9,GBBKS0200608,https://open.spotify.com/track/3m6KkYKdnbffMpGd9Pm9FP,NA,E,minor,E minor
114,0.721,0.521,2,-8.123,1,0.0612,0.0707,0.00552,0.127,0.942,123.118,1i6N76fftMZhijOzFQ5ZtL,4,2018-03-19T20:01:08Z,FALSE,NA,kesarleon,1,261413,FALSE,FALSE,https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL,FALSE,Psycho Killer - 2005 Remaster,74,https://p.scdn.co/mp3-preview/38771ff6fac4da1cc99f3ffb6ecdbbf537e60f6e?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,10,track,spotify:track:1i6N76fftMZhijOzFQ5ZtL,album,https://api.spotify.com/v1/albums/5eqcF7pWzHgWpGdEmHgeSN,5eqcF7pWzHgWpGdEmHgeSN,Talking Heads '77 (Deluxe Version),16/09/1977,day,16,album,spotify:album:5eqcF7pWzHgWpGdEmHgeSN,https://open.spotify.com/album/5eqcF7pWzHgWpGdEmHgeSN,USWB10502860,https://open.spotify.com/track/1i6N76fftMZhijOzFQ5ZtL,NA,D,major,D major
115,0.628,0.907,5,-5.203,0,0.0466,0.635,0.0153,0.625,0.846,105.988,2pyTJJxUhyk3zkc6cqXm5B,4,2018-03-20T02:06:52Z,FALSE,NA,kesarleon,1,379106,FALSE,FALSE,https://api.spotify.com/v1/tracks/2pyTJJxUhyk3zkc6cqXm5B,FALSE,Esto Es Lo Que Hay,32,https://p.scdn.co/mp3-preview/c8a03593c9dcb110497b0af0b614fa5690d189b4?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,9,track,spotify:track:2pyTJJxUhyk3zkc6cqXm5B,album,https://api.spotify.com/v1/albums/7qpTrRk5qObiLMkFCSUATK,7qpTrRk5qObiLMkFCSUATK,The Venezuelan Zinga Son Vol. 1,26/03/2007,day,15,album,spotify:album:7qpTrRk5qObiLMkFCSUATK,https://open.spotify.com/album/7qpTrRk5qObiLMkFCSUATK,USLB10210819,https://open.spotify.com/track/2pyTJJxUhyk3zkc6cqXm5B,NA,F,minor,F minor
116,0.353,0.898,2,-5.877,1,0.052,2.23E-05,0.105,0.39,0.525,103.293,6W21LNLz9Sw7sUSNWMSHRu,4,2018-03-20T02:07:20Z,FALSE,NA,kesarleon,1,255733,FALSE,TRUE,https://api.spotify.com/v1/tracks/6W21LNLz9Sw7sUSNWMSHRu,FALSE,Freak On a Leash,74,https://p.scdn.co/mp3-preview/14933695bf1a6f25b2c602d9bf4d774e5dcb2d6c?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,2,track,spotify:track:6W21LNLz9Sw7sUSNWMSHRu,album,https://api.spotify.com/v1/albums/0gsiszk6JWYwAyGvaTTud4,0gsiszk6JWYwAyGvaTTud4,Follow The Leader,18/08/1998,day,14,album,spotify:album:0gsiszk6JWYwAyGvaTTud4,https://open.spotify.com/album/0gsiszk6JWYwAyGvaTTud4,USSM19801755,https://open.spotify.com/track/6W21LNLz9Sw7sUSNWMSHRu,NA,D,major,D major
117,0.501,0.905,11,-5.721,0,0.0518,1.88E-05,0.765,0.383,0.584,123.277,6nJPHXRpKYv2yqtalEjKy5,4,2018-03-20T02:07:30Z,FALSE,NA,kesarleon,1,225306,FALSE,TRUE,https://api.spotify.com/v1/tracks/6nJPHXRpKYv2yqtalEjKy5,FALSE,Got the Life,68,https://p.scdn.co/mp3-preview/97911463d8ad258129680404372756d2078a8cf8?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,3,track,spotify:track:6nJPHXRpKYv2yqtalEjKy5,album,https://api.spotify.com/v1/albums/0gsiszk6JWYwAyGvaTTud4,0gsiszk6JWYwAyGvaTTud4,Follow The Leader,18/08/1998,day,14,album,spotify:album:0gsiszk6JWYwAyGvaTTud4,https://open.spotify.com/album/0gsiszk6JWYwAyGvaTTud4,USSM19801763,https://open.spotify.com/track/6nJPHXRpKYv2yqtalEjKy5,NA,B,minor,B minor
118,0.507,0.588,0,-4.881,1,0.0641,0.0359,0.000129,0.373,0.637,170.889,6NvRxjfYkkT2SpirAlmsjH,4,2018-03-20T15:03:15Z,FALSE,NA,kesarleon,1,278706,FALSE,FALSE,https://api.spotify.com/v1/tracks/6NvRxjfYkkT2SpirAlmsjH,FALSE,No One Knows,65,NA,TRUE,3,track,spotify:track:6NvRxjfYkkT2SpirAlmsjH,album,https://api.spotify.com/v1/albums/58HZZpS0wxJKwGjoerg0mk,58HZZpS0wxJKwGjoerg0mk,Songs For The Deaf,2002,year,15,album,spotify:album:58HZZpS0wxJKwGjoerg0mk,https://open.spotify.com/album/58HZZpS0wxJKwGjoerg0mk,USIR10211291,https://open.spotify.com/track/6NvRxjfYkkT2SpirAlmsjH,NA,C,major,C major
119,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42E-05,0.188,0.369,130.198,5FZxsHWIvUsmSK1IAvm2pp,4,2018-03-20T15:03:54Z,FALSE,NA,kesarleon,1,255626,FALSE,FALSE,https://api.spotify.com/v1/tracks/5FZxsHWIvUsmSK1IAvm2pp,FALSE,Best of You,75,https://p.scdn.co/mp3-preview/720ad0b60a24b6be93a8c6b42723b1e503affdb2?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,3,track,spotify:track:5FZxsHWIvUsmSK1IAvm2pp,album,https://api.spotify.com/v1/albums/2eprpJCYbCbPZRKVGIEJxZ,2eprpJCYbCbPZRKVGIEJxZ,In Your Honor,14/06/2005,day,20,album,spotify:album:2eprpJCYbCbPZRKVGIEJxZ,https://open.spotify.com/album/2eprpJCYbCbPZRKVGIEJxZ,USRW30500001,https://open.spotify.com/track/5FZxsHWIvUsmSK1IAvm2pp,NA,C#,minor,C# minor
