X,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,Gustan
48,0.926,https://api.spotify.com/v1/audio-analysis/2Hp8RvXk33BjydwgJrtb7X,0.514,241787,0.154,2Hp8RvXk33BjydwgJrtb7X,2.41E-05,5,0.0824,-17.375,0,0.0274,107.405,4,https://api.spotify.com/v1/tracks/2Hp8RvXk33BjydwgJrtb7X,audio_features,spotify:track:2Hp8RvXk33BjydwgJrtb7X,0.3,0
49,0.187,https://api.spotify.com/v1/audio-analysis/1lNFGuTzoamx2INHRFrnv0,0.758,262693,0.436,1lNFGuTzoamx2INHRFrnv0,0,11,0.068,-18.876,1,0.0325,101.994,4,https://api.spotify.com/v1/tracks/1lNFGuTzoamx2INHRFrnv0,audio_features,spotify:track:1lNFGuTzoamx2INHRFrnv0,0.723,0
50,0.16,https://api.spotify.com/v1/audio-analysis/4ycYLHmksmuDEOnGXCdBs2,0.599,238123,0.637,4ycYLHmksmuDEOnGXCdBs2,0.000204,0,0.354,-7.44,0,0.0747,125.947,4,https://api.spotify.com/v1/tracks/4ycYLHmksmuDEOnGXCdBs2,audio_features,spotify:track:4ycYLHmksmuDEOnGXCdBs2,0.568,1
51,0.331,https://api.spotify.com/v1/audio-analysis/5wJ9sR7NYzGKPz5JGWx8lG,0.428,217933,0.5,5wJ9sR7NYzGKPz5JGWx8lG,0,7,0.145,-5.331,0,0.03,174.67,4,https://api.spotify.com/v1/tracks/5wJ9sR7NYzGKPz5JGWx8lG,audio_features,spotify:track:5wJ9sR7NYzGKPz5JGWx8lG,0.145,1
52,0.0749,https://api.spotify.com/v1/audio-analysis/32OmtZXIwXH3xJVFlwdZEr,0.756,273789,0.613,32OmtZXIwXH3xJVFlwdZEr,0.00192,4,0.0963,-9.39,0,0.0518,92.524,4,https://api.spotify.com/v1/tracks/32OmtZXIwXH3xJVFlwdZEr,audio_features,spotify:track:32OmtZXIwXH3xJVFlwdZEr,0.878,0
53,0.0679,https://api.spotify.com/v1/audio-analysis/6GIkxEELNNtuuNi6xzcnyM,0.782,150733,0.885,6GIkxEELNNtuuNi6xzcnyM,0.0631,2,0.339,-8.337,1,0.0524,128.003,4,https://api.spotify.com/v1/tracks/6GIkxEELNNtuuNi6xzcnyM,audio_features,spotify:track:6GIkxEELNNtuuNi6xzcnyM,0.972,0
54,0.249,https://api.spotify.com/v1/audio-analysis/0eggDBlJxFGw3e9Yn10mCN,0.595,192253,0.712,0eggDBlJxFGw3e9Yn10mCN,8.28E-05,5,0.935,-7.003,1,0.0273,131.952,3,https://api.spotify.com/v1/tracks/0eggDBlJxFGw3e9Yn10mCN,audio_features,spotify:track:0eggDBlJxFGw3e9Yn10mCN,0.447,1
55,0.3,https://api.spotify.com/v1/audio-analysis/5So9AANpPvVyGWD1Hj8FYL,0.657,194587,0.482,5So9AANpPvVyGWD1Hj8FYL,0,4,0.121,-5.527,0,0.0355,87.624,4,https://api.spotify.com/v1/tracks/5So9AANpPvVyGWD1Hj8FYL,audio_features,spotify:track:5So9AANpPvVyGWD1Hj8FYL,0.556,0
56,0.18,https://api.spotify.com/v1/audio-analysis/4YmD3mIxQoiBCPaK4uMb8U,0.665,224919,0.563,4YmD3mIxQoiBCPaK4uMb8U,0,0,0.414,-12.044,1,0.0346,120.079,4,https://api.spotify.com/v1/tracks/4YmD3mIxQoiBCPaK4uMb8U,audio_features,spotify:track:4YmD3mIxQoiBCPaK4uMb8U,0.93,0
57,0.0358,https://api.spotify.com/v1/audio-analysis/37JrASaPpnPNw5sT5QVW53,0.695,178213,0.881,37JrASaPpnPNw5sT5QVW53,4.24E-06,7,0.0631,-5.209,1,0.0455,120.028,4,https://api.spotify.com/v1/tracks/37JrASaPpnPNw5sT5QVW53,audio_features,spotify:track:37JrASaPpnPNw5sT5QVW53,0.949,1
58,0.458,https://api.spotify.com/v1/audio-analysis/0dRY4OrSY53yUjVgfgne1W,0.461,212560,0.715,0dRY4OrSY53yUjVgfgne1W,1.56E-05,4,0.719,-6.246,0,0.0281,86.09,4,https://api.spotify.com/v1/tracks/0dRY4OrSY53yUjVgfgne1W,audio_features,spotify:track:0dRY4OrSY53yUjVgfgne1W,0.455,1
59,0.259,https://api.spotify.com/v1/audio-analysis/6Zz8EbwnkVRdGhqyDcLYPe,0.646,137693,0.597,6Zz8EbwnkVRdGhqyDcLYPe,0,0,0.269,-4.425,1,0.0517,179.985,4,https://api.spotify.com/v1/tracks/6Zz8EbwnkVRdGhqyDcLYPe,audio_features,spotify:track:6Zz8EbwnkVRdGhqyDcLYPe,0.967,0
60,0.242,https://api.spotify.com/v1/audio-analysis/6EJadbufi05YD8vQb98Poq,0.721,266760,0.68,6EJadbufi05YD8vQb98Poq,6.60E-05,2,0.226,-4.366,0,0.0344,93.478,4,https://api.spotify.com/v1/tracks/6EJadbufi05YD8vQb98Poq,audio_features,spotify:track:6EJadbufi05YD8vQb98Poq,0.823,0
61,0.51,https://api.spotify.com/v1/audio-analysis/7kkJnzW5TlGwzYYcps0Qv9,0.395,211947,0.601,7kkJnzW5TlGwzYYcps0Qv9,0,8,0.0801,-5.322,1,0.0384,179.511,3,https://api.spotify.com/v1/tracks/7kkJnzW5TlGwzYYcps0Qv9,audio_features,spotify:track:7kkJnzW5TlGwzYYcps0Qv9,0.35,1
62,0.00469,https://api.spotify.com/v1/audio-analysis/0DrXABpRKW9iZ2wA6vaIIF,0.654,228725,0.662,0DrXABpRKW9iZ2wA6vaIIF,0,9,0.194,-8.287,1,0.0386,127.976,4,https://api.spotify.com/v1/tracks/0DrXABpRKW9iZ2wA6vaIIF,audio_features,spotify:track:0DrXABpRKW9iZ2wA6vaIIF,0.891,1
63,0.336,https://api.spotify.com/v1/audio-analysis/6Bj9aK0jTMmjUp1y4Z7SVz,0.771,220813,0.852,6Bj9aK0jTMmjUp1y4Z7SVz,1.81E-05,8,0.181,-4.61,1,0.0406,96.067,4,https://api.spotify.com/v1/tracks/6Bj9aK0jTMmjUp1y4Z7SVz,audio_features,spotify:track:6Bj9aK0jTMmjUp1y4Z7SVz,0.919,0
64,0.203,https://api.spotify.com/v1/audio-analysis/2fhxkZ42EC2dC2WAAwHliC,0.761,220733,0.708,2fhxkZ42EC2dC2WAAwHliC,0.00264,8,0.0565,-3.857,1,0.0328,90.072,4,https://api.spotify.com/v1/tracks/2fhxkZ42EC2dC2WAAwHliC,audio_features,spotify:track:2fhxkZ42EC2dC2WAAwHliC,0.694,0
65,0.284,https://api.spotify.com/v1/audio-analysis/3KNox3diwQY5TLWNPeyduG,0.708,253280,0.716,3KNox3diwQY5TLWNPeyduG,0.000804,5,0.0995,-8.977,1,0.0264,108.042,4,https://api.spotify.com/v1/tracks/3KNox3diwQY5TLWNPeyduG,audio_features,spotify:track:3KNox3diwQY5TLWNPeyduG,0.683,0
66,0.301,https://api.spotify.com/v1/audio-analysis/0yhph9BqgilWW2mvTdfgld,0.728,348200,0.926,0yhph9BqgilWW2mvTdfgld,0.0109,10,0.268,-5.019,1,0.0622,129.974,4,https://api.spotify.com/v1/tracks/0yhph9BqgilWW2mvTdfgld,audio_features,spotify:track:0yhph9BqgilWW2mvTdfgld,0.822,1
67,0.315,https://api.spotify.com/v1/audio-analysis/6uLUX1Qxi1RWksRFiWKCt6,0.738,231213,0.695,6uLUX1Qxi1RWksRFiWKCt6,0,0,0.193,-4.193,0,0.0364,90.018,4,https://api.spotify.com/v1/tracks/6uLUX1Qxi1RWksRFiWKCt6,audio_features,spotify:track:6uLUX1Qxi1RWksRFiWKCt6,0.816,0
68,0.655,https://api.spotify.com/v1/audio-analysis/6CsWNO457id8qebdIIRxMq,0.557,275497,0.548,6CsWNO457id8qebdIIRxMq,0,5,0.259,-8.064,0,0.0351,106.911,3,https://api.spotify.com/v1/tracks/6CsWNO457id8qebdIIRxMq,audio_features,spotify:track:6CsWNO457id8qebdIIRxMq,0.219,1
69,0.203,https://api.spotify.com/v1/audio-analysis/6VHn8okrGRgnjLtv0TwDJ4,0.713,169777,0.909,6VHn8okrGRgnjLtv0TwDJ4,0.000207,0,0.169,-6.162,1,0.0449,173.055,4,https://api.spotify.com/v1/tracks/6VHn8okrGRgnjLtv0TwDJ4,audio_features,spotify:track:6VHn8okrGRgnjLtv0TwDJ4,0.961,0
70,0.652,https://api.spotify.com/v1/audio-analysis/1kQRxr1GIwC75zvdZfMR89,0.75,182720,0.865,1kQRxr1GIwC75zvdZfMR89,0.000137,5,0.103,-5.529,1,0.0502,99.993,4,https://api.spotify.com/v1/tracks/1kQRxr1GIwC75zvdZfMR89,audio_features,spotify:track:1kQRxr1GIwC75zvdZfMR89,0.767,0
71,0.234,https://api.spotify.com/v1/audio-analysis/7M6Dxod2huF2mSN81UwQfU,0.75,215107,0.717,7M6Dxod2huF2mSN81UwQfU,0,0,0.139,-7.102,1,0.0373,125.96,4,https://api.spotify.com/v1/tracks/7M6Dxod2huF2mSN81UwQfU,audio_features,spotify:track:7M6Dxod2huF2mSN81UwQfU,0.551,0
72,0.599,https://api.spotify.com/v1/audio-analysis/4PpuZIMmeng6qPicveSI22,0.793,211022,0.56,4PpuZIMmeng6qPicveSI22,0,7,0.0952,-8.922,0,0.0324,123.011,4,https://api.spotify.com/v1/tracks/4PpuZIMmeng6qPicveSI22,audio_features,spotify:track:4PpuZIMmeng6qPicveSI22,0.862,1
73,0.445,https://api.spotify.com/v1/audio-analysis/3x5fHAPN37XKRTqBLoiVGN,0.705,325160,0.905,3x5fHAPN37XKRTqBLoiVGN,2.91E-06,7,0.0792,-4.694,1,0.0375,171.695,4,https://api.spotify.com/v1/tracks/3x5fHAPN37XKRTqBLoiVGN,audio_features,spotify:track:3x5fHAPN37XKRTqBLoiVGN,0.923,1
74,0.333,https://api.spotify.com/v1/audio-analysis/6D1Theo7lCIUYI8SPtwdN2,0.637,412265,0.552,6D1Theo7lCIUYI8SPtwdN2,3.81E-06,9,0.0849,-6.917,0,0.0346,116.081,4,https://api.spotify.com/v1/tracks/6D1Theo7lCIUYI8SPtwdN2,audio_features,spotify:track:6D1Theo7lCIUYI8SPtwdN2,0.183,1
75,0.44,https://api.spotify.com/v1/audio-analysis/1LnS1VdJKuU5pra8iFU0vG,0.667,303125,0.77,1LnS1VdJKuU5pra8iFU0vG,4.28E-05,3,0.147,-3.299,0,0.0335,170.059,4,https://api.spotify.com/v1/tracks/1LnS1VdJKuU5pra8iFU0vG,audio_features,spotify:track:1LnS1VdJKuU5pra8iFU0vG,0.825,1
76,0.556,https://api.spotify.com/v1/audio-analysis/1Ig4pCPanhzXl7C86MmBUc,0.476,161133,0.456,1Ig4pCPanhzXl7C86MmBUc,0,7,0.104,-7.41,1,0.0316,84.052,4,https://api.spotify.com/v1/tracks/1Ig4pCPanhzXl7C86MmBUc,audio_features,spotify:track:1Ig4pCPanhzXl7C86MmBUc,0.46,1
77,0.142,https://api.spotify.com/v1/audio-analysis/1RUCPYCK0A2JyiJQ1CnNtc,0.673,224587,0.717,1RUCPYCK0A2JyiJQ1CnNtc,1.20E-06,11,0.0638,-11.39,0,0.0578,149.64,4,https://api.spotify.com/v1/tracks/1RUCPYCK0A2JyiJQ1CnNtc,audio_features,spotify:track:1RUCPYCK0A2JyiJQ1CnNtc,0.83,0
78,0.134,https://api.spotify.com/v1/audio-analysis/7H4XjkOcmVzmBwHGQQcApF,0.695,183040,0.755,7H4XjkOcmVzmBwHGQQcApF,0,7,0.0877,-6.867,0,0.0386,100.017,4,https://api.spotify.com/v1/tracks/7H4XjkOcmVzmBwHGQQcApF,audio_features,spotify:track:7H4XjkOcmVzmBwHGQQcApF,0.77,1
79,0.12,https://api.spotify.com/v1/audio-analysis/1ww2qf6wHQzOx6NaKCH6VJ,0.762,200239,0.848,1ww2qf6wHQzOx6NaKCH6VJ,0.00187,6,0.0741,-4.238,0,0.0402,121.99,4,https://api.spotify.com/v1/tracks/1ww2qf6wHQzOx6NaKCH6VJ,audio_features,spotify:track:1ww2qf6wHQzOx6NaKCH6VJ,0.204,1
80,0.3,https://api.spotify.com/v1/audio-analysis/5So9AANpPvVyGWD1Hj8FYL,0.657,194587,0.482,5So9AANpPvVyGWD1Hj8FYL,0,4,0.121,-5.527,0,0.0355,87.624,4,https://api.spotify.com/v1/tracks/5So9AANpPvVyGWD1Hj8FYL,audio_features,spotify:track:5So9AANpPvVyGWD1Hj8FYL,0.556,0
81,0.33,https://api.spotify.com/v1/audio-analysis/3oGvCVIV0IBTfNwRMiFkfj,0.63,224813,0.782,3oGvCVIV0IBTfNwRMiFkfj,0,9,0.273,-2.872,1,0.057,152.069,4,https://api.spotify.com/v1/tracks/3oGvCVIV0IBTfNwRMiFkfj,audio_features,spotify:track:3oGvCVIV0IBTfNwRMiFkfj,0.621,1
82,0.424,https://api.spotify.com/v1/audio-analysis/3INsF27MK0TnseUHBFjirm,0.797,260728,0.727,3INsF27MK0TnseUHBFjirm,5.06E-06,11,0.0831,-5.937,0,0.036,109.952,4,https://api.spotify.com/v1/tracks/3INsF27MK0TnseUHBFjirm,audio_features,spotify:track:3INsF27MK0TnseUHBFjirm,0.781,0
83,0.168,https://api.spotify.com/v1/audio-analysis/42h2tXUeGmyalc12tDcF0d,0.74,464320,0.73,42h2tXUeGmyalc12tDcF0d,8.61E-06,11,0.172,-8.262,0,0.033,124.988,4,https://api.spotify.com/v1/tracks/42h2tXUeGmyalc12tDcF0d,audio_features,spotify:track:42h2tXUeGmyalc12tDcF0d,0.777,1
84,0.236,https://api.spotify.com/v1/audio-analysis/4eDcBD6WowURI8fHgSDIp4,0.675,235520,0.895,4eDcBD6WowURI8fHgSDIp4,0,10,0.152,-3.065,0,0.0573,84.988,4,https://api.spotify.com/v1/tracks/4eDcBD6WowURI8fHgSDIp4,audio_features,spotify:track:4eDcBD6WowURI8fHgSDIp4,0.795,0
85,0.48,https://api.spotify.com/v1/audio-analysis/6zsEPY4LzM4ykhM5Rk1phy,0.762,140920,0.511,6zsEPY4LzM4ykhM5Rk1phy,0,2,0.116,-8.316,1,0.0411,128.651,4,https://api.spotify.com/v1/tracks/6zsEPY4LzM4ykhM5Rk1phy,audio_features,spotify:track:6zsEPY4LzM4ykhM5Rk1phy,0.966,0
86,0.0908,https://api.spotify.com/v1/audio-analysis/1mmaywWRQzNE5dt0eUISBd,0.725,287013,0.529,1mmaywWRQzNE5dt0eUISBd,0.0028,0,0.174,-5.565,1,0.0375,144.707,4,https://api.spotify.com/v1/tracks/1mmaywWRQzNE5dt0eUISBd,audio_features,spotify:track:1mmaywWRQzNE5dt0eUISBd,0.6,1
87,0.0296,https://api.spotify.com/v1/audio-analysis/6Uxge9FkNf27T33zfrH7pR,0.773,541783,0.608,6Uxge9FkNf27T33zfrH7pR,0,7,0.108,-8.329,0,0.0529,111.917,4,https://api.spotify.com/v1/tracks/6Uxge9FkNf27T33zfrH7pR,audio_features,spotify:track:6Uxge9FkNf27T33zfrH7pR,0.708,0
88,0.181,https://api.spotify.com/v1/audio-analysis/643kekCmpuVrtoVyct1Phv,0.676,205514,0.678,643kekCmpuVrtoVyct1Phv,1.06E-06,0,0.118,-6.987,1,0.0322,127,4,https://api.spotify.com/v1/tracks/643kekCmpuVrtoVyct1Phv,audio_features,spotify:track:643kekCmpuVrtoVyct1Phv,0.739,0
89,0.14,https://api.spotify.com/v1/audio-analysis/4oQtb0UHpSL5cfv74q8Ndn,0.812,178093,0.777,4oQtb0UHpSL5cfv74q8Ndn,0,0,0.491,-5.779,1,0.0793,105.055,4,https://api.spotify.com/v1/tracks/4oQtb0UHpSL5cfv74q8Ndn,audio_features,spotify:track:4oQtb0UHpSL5cfv74q8Ndn,0.947,0
90,0.689,https://api.spotify.com/v1/audio-analysis/0v1lhDFs0l8Dzj41KjiCEa,0.815,178454,0.823,0v1lhDFs0l8Dzj41KjiCEa,0.0014,4,0.13,-10.367,0,0.0613,110.063,4,https://api.spotify.com/v1/tracks/0v1lhDFs0l8Dzj41KjiCEa,audio_features,spotify:track:0v1lhDFs0l8Dzj41KjiCEa,0.815,0
91,0.729,https://api.spotify.com/v1/audio-analysis/7fwN8iCgK5TZ8NHEpr2KeH,0.593,219267,0.254,7fwN8iCgK5TZ8NHEpr2KeH,9.11E-05,2,0.113,-9.609,1,0.0273,89.946,4,https://api.spotify.com/v1/tracks/7fwN8iCgK5TZ8NHEpr2KeH,audio_features,spotify:track:7fwN8iCgK5TZ8NHEpr2KeH,0.269,0
92,0.00548,https://api.spotify.com/v1/audio-analysis/3h9GLvqH55IAqUD0kvGE6X,0.645,448640,0.972,3h9GLvqH55IAqUD0kvGE6X,0.000799,2,0.06,-8.423,1,0.0484,125.887,4,https://api.spotify.com/v1/tracks/3h9GLvqH55IAqUD0kvGE6X,audio_features,spotify:track:3h9GLvqH55IAqUD0kvGE6X,0.478,1
93,0.329,https://api.spotify.com/v1/audio-analysis/34sGlC8GryZdiZgUlbvZ5K,0.282,231907,0.641,34sGlC8GryZdiZgUlbvZ5K,0,9,0.189,-4.332,1,0.0304,206.707,3,https://api.spotify.com/v1/tracks/34sGlC8GryZdiZgUlbvZ5K,audio_features,spotify:track:34sGlC8GryZdiZgUlbvZ5K,0.305,1
94,0.109,https://api.spotify.com/v1/audio-analysis/3bJfBQex1NZziVencqF2Ao,0.761,188528,0.804,3bJfBQex1NZziVencqF2Ao,0.00212,9,0.203,-5.687,0,0.0431,140.037,4,https://api.spotify.com/v1/tracks/3bJfBQex1NZziVencqF2Ao,audio_features,spotify:track:3bJfBQex1NZziVencqF2Ao,0.706,0
95,0.187,https://api.spotify.com/v1/audio-analysis/7dHMrm0QeEcWTZ7q6DZnQO,0.902,414600,0.901,7dHMrm0QeEcWTZ7q6DZnQO,0,6,0.203,-6.514,1,0.117,115.74,4,https://api.spotify.com/v1/tracks/7dHMrm0QeEcWTZ7q6DZnQO,audio_features,spotify:track:7dHMrm0QeEcWTZ7q6DZnQO,0.953,0
96,0.279,https://api.spotify.com/v1/audio-analysis/6qjmiEqBLb59Pr1U84Bwyq,0.915,233133,0.469,6qjmiEqBLb59Pr1U84Bwyq,0.000376,7,0.0476,-9.519,1,0.0489,105.886,4,https://api.spotify.com/v1/tracks/6qjmiEqBLb59Pr1U84Bwyq,audio_features,spotify:track:6qjmiEqBLb59Pr1U84Bwyq,0.877,0
97,0.556,https://api.spotify.com/v1/audio-analysis/0gBOCtLsNWd7K1Pouubi1e,0.889,163709,0.589,0gBOCtLsNWd7K1Pouubi1e,0,3,0.063,-9.774,1,0.0442,119.71,4,https://api.spotify.com/v1/tracks/0gBOCtLsNWd7K1Pouubi1e,audio_features,spotify:track:0gBOCtLsNWd7K1Pouubi1e,0.985,0
98,0.0342,https://api.spotify.com/v1/audio-analysis/5Tpowbea8HKSOCDC6Z0QC2,0.687,431653,0.605,5Tpowbea8HKSOCDC6Z0QC2,3.70E-05,7,0.158,-8.894,0,0.0305,123.403,4,https://api.spotify.com/v1/tracks/5Tpowbea8HKSOCDC6Z0QC2,audio_features,spotify:track:5Tpowbea8HKSOCDC6Z0QC2,0.433,1
0,0.173,https://api.spotify.com/v1/audio-analysis/29aDiXsnlP83aAVr3QiCO2,0.794,256773,0.812,29aDiXsnlP83aAVr3QiCO2,0,2,0.09,-7.706,1,0.0452,107.055,4,https://api.spotify.com/v1/tracks/29aDiXsnlP83aAVr3QiCO2,audio_features,spotify:track:29aDiXsnlP83aAVr3QiCO2,0.95,0
1,0.283,https://api.spotify.com/v1/audio-analysis/78iJmGtx5I4yd6D9wRSXgC,0.468,278426,0.595,78iJmGtx5I4yd6D9wRSXgC,0,0,0.0757,-4.977,1,0.0319,88.826,3,https://api.spotify.com/v1/tracks/78iJmGtx5I4yd6D9wRSXgC,audio_features,spotify:track:78iJmGtx5I4yd6D9wRSXgC,0.618,0
2,0.0377,https://api.spotify.com/v1/audio-analysis/2CivKduc9ML1u8A5EJ44p0,0.728,273136,0.524,2CivKduc9ML1u8A5EJ44p0,0.00205,0,0.335,-7.589,1,0.0364,144.639,4,https://api.spotify.com/v1/tracks/2CivKduc9ML1u8A5EJ44p0,audio_features,spotify:track:2CivKduc9ML1u8A5EJ44p0,0.752,1
3,0.495,https://api.spotify.com/v1/audio-analysis/4lTKg39mJNyQ9USGPeZqgF,0.708,234754,0.634,4lTKg39mJNyQ9USGPeZqgF,0,7,0.0494,-7.466,1,0.0322,85.055,4,https://api.spotify.com/v1/tracks/4lTKg39mJNyQ9USGPeZqgF,audio_features,spotify:track:4lTKg39mJNyQ9USGPeZqgF,0.863,0
4,0.0102,https://api.spotify.com/v1/audio-analysis/3Jvho3MqTZgd7dTLA61r5y,0.681,342491,0.821,3Jvho3MqTZgd7dTLA61r5y,0.000514,10,0.0683,-6.81,0,0.0573,120.012,4,https://api.spotify.com/v1/tracks/3Jvho3MqTZgd7dTLA61r5y,audio_features,spotify:track:3Jvho3MqTZgd7dTLA61r5y,0.796,0
5,0.699,https://api.spotify.com/v1/audio-analysis/1XQOj8RVAbFpqg0OuHTTkq,0.518,296747,0.643,1XQOj8RVAbFpqg0OuHTTkq,0,0,0.179,-6.743,1,0.0311,138.648,4,https://api.spotify.com/v1/tracks/1XQOj8RVAbFpqg0OuHTTkq,audio_features,spotify:track:1XQOj8RVAbFpqg0OuHTTkq,0.734,0
6,0.255,https://api.spotify.com/v1/audio-analysis/5ZdMvKygnT1RRj6Y0pnhAL,0.509,201040,0.559,5ZdMvKygnT1RRj6Y0pnhAL,0.00222,10,0.0911,-8.819,1,0.0282,155.91,4,https://api.spotify.com/v1/tracks/5ZdMvKygnT1RRj6Y0pnhAL,audio_features,spotify:track:5ZdMvKygnT1RRj6Y0pnhAL,0.764,0
7,0.0166,https://api.spotify.com/v1/audio-analysis/333l5FiuxiJUDysW463E62,0.846,307969,0.857,333l5FiuxiJUDysW463E62,0.00257,8,0.0589,-2.847,1,0.053,128.005,4,https://api.spotify.com/v1/tracks/333l5FiuxiJUDysW463E62,audio_features,spotify:track:333l5FiuxiJUDysW463E62,0.601,0
8,0.608,https://api.spotify.com/v1/audio-analysis/2syTjHEyIfhRczTIsUlQpv,0.744,158611,0.743,2syTjHEyIfhRczTIsUlQpv,1.95E-05,8,0.104,-7.529,1,0.0342,108.048,4,https://api.spotify.com/v1/tracks/2syTjHEyIfhRczTIsUlQpv,audio_features,spotify:track:2syTjHEyIfhRczTIsUlQpv,0.869,0
9,0.995,https://api.spotify.com/v1/audio-analysis/71gooSuHL3ja6VqLTMngKn,0.397,307800,0.00617,71gooSuHL3ja6VqLTMngKn,0.922,1,0.0712,-29.207,1,0.0435,97.455,4,https://api.spotify.com/v1/tracks/71gooSuHL3ja6VqLTMngKn,audio_features,spotify:track:71gooSuHL3ja6VqLTMngKn,0.0491,1
10,0.838,https://api.spotify.com/v1/audio-analysis/4xCxzRrKc0UQ019j0l05S5,0.632,156369,0.168,4xCxzRrKc0UQ019j0l05S5,0,8,0.309,-15.291,1,0.0384,108.314,4,https://api.spotify.com/v1/tracks/4xCxzRrKc0UQ019j0l05S5,audio_features,spotify:track:4xCxzRrKc0UQ019j0l05S5,0.574,0
11,0.0529,https://api.spotify.com/v1/audio-analysis/47CtreWUbYY6mP2ehVgpDh,0.607,267920,0.951,47CtreWUbYY6mP2ehVgpDh,0,1,0.979,-3.315,1,0.0595,129.031,4,https://api.spotify.com/v1/tracks/47CtreWUbYY6mP2ehVgpDh,audio_features,spotify:track:47CtreWUbYY6mP2ehVgpDh,0.571,1
12,0.196,https://api.spotify.com/v1/audio-analysis/1y73pXJRSi8vMZK9SY1fI0,0.863,253187,0.799,1y73pXJRSi8vMZK9SY1fI0,5.54E-06,0,0.349,-8.077,1,0.0808,132.993,4,https://api.spotify.com/v1/tracks/1y73pXJRSi8vMZK9SY1fI0,audio_features,spotify:track:1y73pXJRSi8vMZK9SY1fI0,0.732,1
13,0.296,https://api.spotify.com/v1/audio-analysis/3PzmaAZJgzM9HgbsFHv33w,0.513,284166,0.666,3PzmaAZJgzM9HgbsFHv33w,0.00035,5,0.108,-3.387,1,0.028,128.029,4,https://api.spotify.com/v1/tracks/3PzmaAZJgzM9HgbsFHv33w,audio_features,spotify:track:3PzmaAZJgzM9HgbsFHv33w,0.121,1
14,0.38,https://api.spotify.com/v1/audio-analysis/5FDGWIPLTjpbnudAyVJYcZ,0.747,248867,0.332,5FDGWIPLTjpbnudAyVJYcZ,2.60E-05,3,0.122,-10.146,0,0.0299,100.18,4,https://api.spotify.com/v1/tracks/5FDGWIPLTjpbnudAyVJYcZ,audio_features,spotify:track:5FDGWIPLTjpbnudAyVJYcZ,0.621,1
15,0.00598,https://api.spotify.com/v1/audio-analysis/7gSABijUsZviveY54kbTkn,0.54,245037,0.783,7gSABijUsZviveY54kbTkn,9.96E-06,2,0.96,-6.671,1,0.0312,101.342,4,https://api.spotify.com/v1/tracks/7gSABijUsZviveY54kbTkn,audio_features,spotify:track:7gSABijUsZviveY54kbTkn,0.441,1
16,0.607,https://api.spotify.com/v1/audio-analysis/2fow2c3MQ5qlj0AzzTqktt,0.568,267387,0.703,2fow2c3MQ5qlj0AzzTqktt,0,8,0.136,-7.556,1,0.147,180.107,4,https://api.spotify.com/v1/tracks/2fow2c3MQ5qlj0AzzTqktt,audio_features,spotify:track:2fow2c3MQ5qlj0AzzTqktt,0.718,1
17,0.196,https://api.spotify.com/v1/audio-analysis/4kW03DG7TfhyVJpLA5Zus0,0.62,227125,0.854,4kW03DG7TfhyVJpLA5Zus0,6.10E-05,2,0.366,-5.142,1,0.11,94.875,4,https://api.spotify.com/v1/tracks/4kW03DG7TfhyVJpLA5Zus0,audio_features,spotify:track:4kW03DG7TfhyVJpLA5Zus0,0.921,1
18,0.11,https://api.spotify.com/v1/audio-analysis/0zXokxar6INj3ZTsSgeZX3,0.673,226554,0.767,0zXokxar6INj3ZTsSgeZX3,0,2,0.0745,-4.9,0,0.0491,127.975,4,https://api.spotify.com/v1/tracks/0zXokxar6INj3ZTsSgeZX3,audio_features,spotify:track:0zXokxar6INj3ZTsSgeZX3,0.74,1
19,0.189,https://api.spotify.com/v1/audio-analysis/7s9fwRad72AdPzzfYRsVTD,0.779,245499,0.674,7s9fwRad72AdPzzfYRsVTD,0,9,0.149,-6.509,1,0.0482,104.006,4,https://api.spotify.com/v1/tracks/7s9fwRad72AdPzzfYRsVTD,audio_features,spotify:track:7s9fwRad72AdPzzfYRsVTD,0.76,1
20,0.194,https://api.spotify.com/v1/audio-analysis/46bGEqzd7anKKovVOZ9bTF,0.622,201773,0.697,46bGEqzd7anKKovVOZ9bTF,0,9,0.305,-11.158,1,0.0288,138.013,4,https://api.spotify.com/v1/tracks/46bGEqzd7anKKovVOZ9bTF,audio_features,spotify:track:46bGEqzd7anKKovVOZ9bTF,0.843,0
21,0.187,https://api.spotify.com/v1/audio-analysis/2ooHEUx2reFH7jzhgpGQ77,0.586,179000,0.525,2ooHEUx2reFH7jzhgpGQ77,0,0,0.0933,-8.732,0,0.0582,203.061,4,https://api.spotify.com/v1/tracks/2ooHEUx2reFH7jzhgpGQ77,audio_features,spotify:track:2ooHEUx2reFH7jzhgpGQ77,0.686,1
22,0.0197,https://api.spotify.com/v1/audio-analysis/7sBDv4kLo2GVucy5VGh7GX,0.646,202794,0.769,7sBDv4kLo2GVucy5VGh7GX,0,8,0.142,-5.467,1,0.0312,127.026,4,https://api.spotify.com/v1/tracks/7sBDv4kLo2GVucy5VGh7GX,audio_features,spotify:track:7sBDv4kLo2GVucy5VGh7GX,0.739,1
