X,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,Gustan
73,0.458,https://api.spotify.com/v1/audio-analysis/5bEn5VKDd0sD1uL2ZRCM05,0.375,216267,0.305,5bEn5VKDd0sD1uL2ZRCM05,0.000277,5,0.108,-7.976,1,0.0307,132.009,4,https://api.spotify.com/v1/tracks/5bEn5VKDd0sD1uL2ZRCM05,audio_features,spotify:track:5bEn5VKDd0sD1uL2ZRCM05,0.103,1
74,0.821,https://api.spotify.com/v1/audio-analysis/3D7oEQW1sblgMN8vxR6x06,0.603,263787,0.261,3D7oEQW1sblgMN8vxR6x06,0,2,0.0796,-14.058,1,0.0398,73.135,4,https://api.spotify.com/v1/tracks/3D7oEQW1sblgMN8vxR6x06,audio_features,spotify:track:3D7oEQW1sblgMN8vxR6x06,0.191,1
75,0.00647,https://api.spotify.com/v1/audio-analysis/3eU4URHryXDYaVqVP3hcKr,0.626,236530,0.843,3eU4URHryXDYaVqVP3hcKr,0.00236,7,0.14,-4.91,1,0.0373,137.997,4,https://api.spotify.com/v1/tracks/3eU4URHryXDYaVqVP3hcKr,audio_features,spotify:track:3eU4URHryXDYaVqVP3hcKr,0.546,0
76,0.00876,https://api.spotify.com/v1/audio-analysis/7FjHHapCH6m2pZg6x4L0w5,0.707,231538,0.869,7FjHHapCH6m2pZg6x4L0w5,2.32E-05,2,0.121,-3.913,0,0.0354,128.054,4,https://api.spotify.com/v1/tracks/7FjHHapCH6m2pZg6x4L0w5,audio_features,spotify:track:7FjHHapCH6m2pZg6x4L0w5,0.566,0
77,0.789,https://api.spotify.com/v1/audio-analysis/5tQj4QVkWpb0EqfpVaOYBk,0.852,211680,0.558,5tQj4QVkWpb0EqfpVaOYBk,0.0171,2,0.155,-14.256,1,0.0349,126.64,4,https://api.spotify.com/v1/tracks/5tQj4QVkWpb0EqfpVaOYBk,audio_features,spotify:track:5tQj4QVkWpb0EqfpVaOYBk,0.973,0
78,0.701,https://api.spotify.com/v1/audio-analysis/6WbxsSeaWPfYaz7X1pceoh,0.476,282829,0.399,6WbxsSeaWPfYaz7X1pceoh,0,0,0.204,-13.201,1,0.0484,115.516,4,https://api.spotify.com/v1/tracks/6WbxsSeaWPfYaz7X1pceoh,audio_features,spotify:track:6WbxsSeaWPfYaz7X1pceoh,0.366,0
79,0.77,https://api.spotify.com/v1/audio-analysis/0Xx3oZp0MawleVVxr9MOlG,0.529,276920,0.258,0Xx3oZp0MawleVVxr9MOlG,4.02E-06,7,0.103,-12.296,1,0.0239,76.94,4,https://api.spotify.com/v1/tracks/0Xx3oZp0MawleVVxr9MOlG,audio_features,spotify:track:0Xx3oZp0MawleVVxr9MOlG,0.324,0
80,0.0323,https://api.spotify.com/v1/audio-analysis/0357JIsbBrrVhBmZ4mZ5jH,0.636,254213,0.654,0357JIsbBrrVhBmZ4mZ5jH,0,9,0.321,-11.629,1,0.0423,119.692,4,https://api.spotify.com/v1/tracks/0357JIsbBrrVhBmZ4mZ5jH,audio_features,spotify:track:0357JIsbBrrVhBmZ4mZ5jH,0.755,0
81,0.948,https://api.spotify.com/v1/audio-analysis/1JiNf966iD9Ql71tbXjV4w,0.564,204900,0.204,1JiNf966iD9Ql71tbXjV4w,0,2,0.104,-13.39,0,0.0401,129.323,4,https://api.spotify.com/v1/tracks/1JiNf966iD9Ql71tbXjV4w,audio_features,spotify:track:1JiNf966iD9Ql71tbXjV4w,0.227,0
82,0.195,https://api.spotify.com/v1/audio-analysis/5qVrVer9M3KgjyafudqUR7,0.639,214480,0.758,5qVrVer9M3KgjyafudqUR7,0,5,0.0977,-9.678,1,0.0555,74.52,4,https://api.spotify.com/v1/tracks/5qVrVer9M3KgjyafudqUR7,audio_features,spotify:track:5qVrVer9M3KgjyafudqUR7,0.793,0
83,0.00331,https://api.spotify.com/v1/audio-analysis/6Olf6Buc204xlAg1qcKxat,0.577,209006,0.572,6Olf6Buc204xlAg1qcKxat,0,9,0.389,-6.904,0,0.0393,123.121,4,https://api.spotify.com/v1/tracks/6Olf6Buc204xlAg1qcKxat,audio_features,spotify:track:6Olf6Buc204xlAg1qcKxat,0.499,0
84,0.299,https://api.spotify.com/v1/audio-analysis/4qUDaUEXqZtGzxiwQbNC82,0.588,223093,0.619,4qUDaUEXqZtGzxiwQbNC82,0,0,0.335,-7.236,1,0.0339,200.083,4,https://api.spotify.com/v1/tracks/4qUDaUEXqZtGzxiwQbNC82,audio_features,spotify:track:4qUDaUEXqZtGzxiwQbNC82,0.526,1
85,0.216,https://api.spotify.com/v1/audio-analysis/468cl75IBVRfY2czwVLaOa,0.697,220696,0.691,468cl75IBVRfY2czwVLaOa,0,4,0.25,-4.627,1,0.347,126.673,5,https://api.spotify.com/v1/tracks/468cl75IBVRfY2czwVLaOa,audio_features,spotify:track:468cl75IBVRfY2czwVLaOa,0.799,1
86,0.348,https://api.spotify.com/v1/audio-analysis/1MH7CE7NBhn3kdmFEfeBhn,0.633,234893,0.437,1MH7CE7NBhn3kdmFEfeBhn,0,3,0.12,-10.175,1,0.0261,120.075,4,https://api.spotify.com/v1/tracks/1MH7CE7NBhn3kdmFEfeBhn,audio_features,spotify:track:1MH7CE7NBhn3kdmFEfeBhn,0.322,1
87,0.734,https://api.spotify.com/v1/audio-analysis/5lkwsRJqBgterpuidVFJHf,0.581,229787,0.644,5lkwsRJqBgterpuidVFJHf,7.70E-06,9,0.12,-3.486,0,0.0243,98.903,4,https://api.spotify.com/v1/tracks/5lkwsRJqBgterpuidVFJHf,audio_features,spotify:track:5lkwsRJqBgterpuidVFJHf,0.478,1
88,0.00379,https://api.spotify.com/v1/audio-analysis/1F0aAyrV9fLAg058w2Q8yG,0.374,305547,0.858,1F0aAyrV9fLAg058w2Q8yG,6.70E-05,2,0.696,-7.801,1,0.0479,94.505,4,https://api.spotify.com/v1/tracks/1F0aAyrV9fLAg058w2Q8yG,audio_features,spotify:track:1F0aAyrV9fLAg058w2Q8yG,0.687,0
89,0.12,https://api.spotify.com/v1/audio-analysis/3sioHKAmSCCSxoDAMNslWj,0.683,227187,0.788,3sioHKAmSCCSxoDAMNslWj,0,7,0.0785,-5.57,1,0.0487,103.933,4,https://api.spotify.com/v1/tracks/3sioHKAmSCCSxoDAMNslWj,audio_features,spotify:track:3sioHKAmSCCSxoDAMNslWj,0.912,1
90,0.101,https://api.spotify.com/v1/audio-analysis/0PSN9gw4qdAqqDTaR3COV5,0.798,227467,0.814,0PSN9gw4qdAqqDTaR3COV5,5.41E-06,7,0.181,-6.153,1,0.0542,95.007,4,https://api.spotify.com/v1/tracks/0PSN9gw4qdAqqDTaR3COV5,audio_features,spotify:track:0PSN9gw4qdAqqDTaR3COV5,0.524,0
91,0.0722,https://api.spotify.com/v1/audio-analysis/3YNtkD1rd65Xs7AAPi30se,0.534,264713,0.612,3YNtkD1rd65Xs7AAPi30se,0.000883,11,0.357,-8.589,0,0.0416,104.42,4,https://api.spotify.com/v1/tracks/3YNtkD1rd65Xs7AAPi30se,audio_features,spotify:track:3YNtkD1rd65Xs7AAPi30se,0.13,0
92,0.851,https://api.spotify.com/v1/audio-analysis/3zgZVIuSwVwMxMxvRN8yqO,0.518,222751,0.209,3zgZVIuSwVwMxMxvRN8yqO,0.000125,9,0.0764,-17.736,1,0.0403,101.598,3,https://api.spotify.com/v1/tracks/3zgZVIuSwVwMxMxvRN8yqO,audio_features,spotify:track:3zgZVIuSwVwMxMxvRN8yqO,0.332,1
93,0.771,https://api.spotify.com/v1/audio-analysis/6B0Z8MaRvojQPNM28TOfgO,0.463,219720,0.522,6B0Z8MaRvojQPNM28TOfgO,0.836,2,0.197,-13.335,0,0.0319,89.187,4,https://api.spotify.com/v1/tracks/6B0Z8MaRvojQPNM28TOfgO,audio_features,spotify:track:6B0Z8MaRvojQPNM28TOfgO,0.238,1
94,0.297,https://api.spotify.com/v1/audio-analysis/1EarUeWxzDC364EWOSXhNL,0.64,238003,0.44,1EarUeWxzDC364EWOSXhNL,0,2,0.264,-4.28,1,0.0275,125.988,4,https://api.spotify.com/v1/tracks/1EarUeWxzDC364EWOSXhNL,audio_features,spotify:track:1EarUeWxzDC364EWOSXhNL,0.612,1
95,0.0785,https://api.spotify.com/v1/audio-analysis/44umbKt0SsxXTohEKhcrk0,0.51,248686,0.516,44umbKt0SsxXTohEKhcrk0,4.97E-05,6,0.345,-5.546,1,0.0368,179.423,4,https://api.spotify.com/v1/tracks/44umbKt0SsxXTohEKhcrk0,audio_features,spotify:track:44umbKt0SsxXTohEKhcrk0,0.521,0
96,0.281,https://api.spotify.com/v1/audio-analysis/2K2T8Rq8jS5rWZaYsjPtN9,0.743,166653,0.682,2K2T8Rq8jS5rWZaYsjPtN9,0.0125,9,0.0667,-8.059,0,0.0405,108.128,4,https://api.spotify.com/v1/tracks/2K2T8Rq8jS5rWZaYsjPtN9,audio_features,spotify:track:2K2T8Rq8jS5rWZaYsjPtN9,0.865,0
97,0.589,https://api.spotify.com/v1/audio-analysis/1fHp293tqlQYfAU7vDWIFc,0.812,208611,0.549,1fHp293tqlQYfAU7vDWIFc,3.44E-05,3,0.0978,-7.285,1,0.0625,79.97,4,https://api.spotify.com/v1/tracks/1fHp293tqlQYfAU7vDWIFc,audio_features,spotify:track:1fHp293tqlQYfAU7vDWIFc,0.668,1
98,0.000615,https://api.spotify.com/v1/audio-analysis/5PiatlDSdM1iOAZQHqYMRX,0.819,316720,0.828,5PiatlDSdM1iOAZQHqYMRX,0.000246,0,0.088,-5.28,1,0.0321,130.154,4,https://api.spotify.com/v1/tracks/5PiatlDSdM1iOAZQHqYMRX,audio_features,spotify:track:5PiatlDSdM1iOAZQHqYMRX,0.902,0
0,0.0489,https://api.spotify.com/v1/audio-analysis/6k0jAOjhLufp8IscgoX9pz,0.577,203720,0.972,6k0jAOjhLufp8IscgoX9pz,4.01E-06,11,0.276,-6.429,0,0.0679,93.999,4,https://api.spotify.com/v1/tracks/6k0jAOjhLufp8IscgoX9pz,audio_features,spotify:track:6k0jAOjhLufp8IscgoX9pz,0.669,0
1,0.00959,https://api.spotify.com/v1/audio-analysis/3qoszL1tH1tYkdJIVisYIZ,0.808,310587,0.737,3qoszL1tH1tYkdJIVisYIZ,0.00411,5,0.0497,-7.912,1,0.0365,132.326,4,https://api.spotify.com/v1/tracks/3qoszL1tH1tYkdJIVisYIZ,audio_features,spotify:track:3qoszL1tH1tYkdJIVisYIZ,0.923,1
2,0.799,https://api.spotify.com/v1/audio-analysis/1YjAt7R7nD1galaCxYAlGC,0.486,330960,0.641,1YjAt7R7nD1galaCxYAlGC,3.45E-06,3,0.0705,-8.745,1,0.0364,160.605,4,https://api.spotify.com/v1/tracks/1YjAt7R7nD1galaCxYAlGC,audio_features,spotify:track:1YjAt7R7nD1galaCxYAlGC,0.852,0
3,0.134,https://api.spotify.com/v1/audio-analysis/13ugfxsEkWfBfVmN6caRZE,0.54,242973,0.95,13ugfxsEkWfBfVmN6caRZE,1.91E-06,7,0.84,-2.832,1,0.265,152.333,4,https://api.spotify.com/v1/tracks/13ugfxsEkWfBfVmN6caRZE,audio_features,spotify:track:13ugfxsEkWfBfVmN6caRZE,0.599,0
4,0.188,https://api.spotify.com/v1/audio-analysis/7tXM4YQTJKrclbX8mjwRr8,0.581,216533,0.631,7tXM4YQTJKrclbX8mjwRr8,3.95E-05,7,0.124,-6.797,0,0.0425,175.967,4,https://api.spotify.com/v1/tracks/7tXM4YQTJKrclbX8mjwRr8,audio_features,spotify:track:7tXM4YQTJKrclbX8mjwRr8,0.748,1
5,0.126,https://api.spotify.com/v1/audio-analysis/08UjtrYy1Gnm6R9jW97Toi,0.787,348960,0.825,08UjtrYy1Gnm6R9jW97Toi,0.657,0,0.112,-9.479,0,0.0375,115.447,4,https://api.spotify.com/v1/tracks/08UjtrYy1Gnm6R9jW97Toi,audio_features,spotify:track:08UjtrYy1Gnm6R9jW97Toi,0.963,0
6,0.18,https://api.spotify.com/v1/audio-analysis/1qWLCuCnNcQVVzJm4pu7Zv,0.713,316427,0.682,1qWLCuCnNcQVVzJm4pu7Zv,0.0258,9,0.195,-8.649,0,0.0784,177.314,4,https://api.spotify.com/v1/tracks/1qWLCuCnNcQVVzJm4pu7Zv,audio_features,spotify:track:1qWLCuCnNcQVVzJm4pu7Zv,0.252,0
7,0.528,https://api.spotify.com/v1/audio-analysis/6Z8Q8zSG6xpIKAyH0Z77wb,0.704,217227,0.476,6Z8Q8zSG6xpIKAyH0Z77wb,0.000133,9,0.109,-8.235,1,0.0279,90.039,4,https://api.spotify.com/v1/tracks/6Z8Q8zSG6xpIKAyH0Z77wb,audio_features,spotify:track:6Z8Q8zSG6xpIKAyH0Z77wb,0.429,0
8,0.203,https://api.spotify.com/v1/audio-analysis/10dtkq3WqY3Mtqewv4AbJt,0.647,334093,0.498,10dtkq3WqY3Mtqewv4AbJt,1.25E-06,0,0.105,-8.199,1,0.0398,78,4,https://api.spotify.com/v1/tracks/10dtkq3WqY3Mtqewv4AbJt,audio_features,spotify:track:10dtkq3WqY3Mtqewv4AbJt,0.449,1
9,0.0237,https://api.spotify.com/v1/audio-analysis/5c5WmmGrMGZrJrV7Wv6NT1,0.776,192435,0.892,5c5WmmGrMGZrJrV7Wv6NT1,0.000811,5,0.101,-6.456,0,0.0421,129.989,4,https://api.spotify.com/v1/tracks/5c5WmmGrMGZrJrV7Wv6NT1,audio_features,spotify:track:5c5WmmGrMGZrJrV7Wv6NT1,0.962,0
10,0.43,https://api.spotify.com/v1/audio-analysis/5QXVH3XAyJnfVu6CxTFqvj,0.734,239507,0.745,5QXVH3XAyJnfVu6CxTFqvj,0.000529,7,0.348,-12.955,0,0.0353,129.541,4,https://api.spotify.com/v1/tracks/5QXVH3XAyJnfVu6CxTFqvj,audio_features,spotify:track:5QXVH3XAyJnfVu6CxTFqvj,0.96,0
11,0.593,https://api.spotify.com/v1/audio-analysis/4MwsXpRGo4R40USFkINfdE,0.373,159101,0.721,4MwsXpRGo4R40USFkINfdE,0.00502,10,0.1,-9.562,1,0.159,177.92,4,https://api.spotify.com/v1/tracks/4MwsXpRGo4R40USFkINfdE,audio_features,spotify:track:4MwsXpRGo4R40USFkINfdE,0.499,0
12,0.279,https://api.spotify.com/v1/audio-analysis/2cbYjwTC0kD9N0mLym00Vz,0.837,224676,0.49,2cbYjwTC0kD9N0mLym00Vz,0.655,10,0.0924,-8.353,1,0.0358,129.919,4,https://api.spotify.com/v1/tracks/2cbYjwTC0kD9N0mLym00Vz,audio_features,spotify:track:2cbYjwTC0kD9N0mLym00Vz,0.472,0
13,0.08,https://api.spotify.com/v1/audio-analysis/4BSv7MXIKpM8feqVLhyqF2,0.638,227544,0.919,4BSv7MXIKpM8feqVLhyqF2,2.95E-05,2,0.391,-4.544,1,0.0321,140.052,4,https://api.spotify.com/v1/tracks/4BSv7MXIKpM8feqVLhyqF2,audio_features,spotify:track:4BSv7MXIKpM8feqVLhyqF2,0.928,0
14,0.0128,https://api.spotify.com/v1/audio-analysis/4b9UopkOimH0tbL4pQS7Gq,0.781,193027,0.814,4b9UopkOimH0tbL4pQS7Gq,0,1,0.084,-5.175,0,0.0278,133.254,3,https://api.spotify.com/v1/tracks/4b9UopkOimH0tbL4pQS7Gq,audio_features,spotify:track:4b9UopkOimH0tbL4pQS7Gq,0.963,1
15,0.0743,https://api.spotify.com/v1/audio-analysis/54lOVJJ98nfVFDK1u1csgo,0.744,242427,0.608,54lOVJJ98nfVFDK1u1csgo,1.08E-06,7,0.0902,-5.791,1,0.0262,107.941,4,https://api.spotify.com/v1/tracks/54lOVJJ98nfVFDK1u1csgo,audio_features,spotify:track:54lOVJJ98nfVFDK1u1csgo,0.785,1
16,0.0588,https://api.spotify.com/v1/audio-analysis/7g0BoD2MjEu9x3420Jp0aG,0.793,287133,0.991,7g0BoD2MjEu9x3420Jp0aG,0.0158,0,0.386,-5.763,0,0.0469,128.002,4,https://api.spotify.com/v1/tracks/7g0BoD2MjEu9x3420Jp0aG,audio_features,spotify:track:7g0BoD2MjEu9x3420Jp0aG,0.648,1
17,0.272,https://api.spotify.com/v1/audio-analysis/6HOXOKhUxRvrGUM7aDeF0Q,0.368,239920,0.526,6HOXOKhUxRvrGUM7aDeF0Q,0,5,0.111,-4.661,1,0.0348,149.942,4,https://api.spotify.com/v1/tracks/6HOXOKhUxRvrGUM7aDeF0Q,audio_features,spotify:track:6HOXOKhUxRvrGUM7aDeF0Q,0.209,0
18,0.814,https://api.spotify.com/v1/audio-analysis/3mobtBsKazy1VC0UUiVrYJ,0.651,167600,0.466,3mobtBsKazy1VC0UUiVrYJ,2.11E-06,8,0.146,-7.564,1,0.0387,96.779,4,https://api.spotify.com/v1/tracks/3mobtBsKazy1VC0UUiVrYJ,audio_features,spotify:track:3mobtBsKazy1VC0UUiVrYJ,0.599,1
19,0.795,https://api.spotify.com/v1/audio-analysis/2QqIr7VTHwSMW1JMtx6IiN,0.679,172307,0.539,2QqIr7VTHwSMW1JMtx6IiN,0,8,0.193,-6.744,1,0.0324,129.967,4,https://api.spotify.com/v1/tracks/2QqIr7VTHwSMW1JMtx6IiN,audio_features,spotify:track:2QqIr7VTHwSMW1JMtx6IiN,0.441,1
20,0.426,https://api.spotify.com/v1/audio-analysis/4X4eypK7U3nCtOegosnciD,0.628,310400,0.506,4X4eypK7U3nCtOegosnciD,0,0,0.069,-6.835,1,0.0387,157.784,4,https://api.spotify.com/v1/tracks/4X4eypK7U3nCtOegosnciD,audio_features,spotify:track:4X4eypK7U3nCtOegosnciD,0.482,1
21,0.994,https://api.spotify.com/v1/audio-analysis/4vbpZcq2I1Q52hkKQRMUwc,0.365,230347,0.0668,4vbpZcq2I1Q52hkKQRMUwc,0.938,1,0.101,-24.832,0,0.0557,145.824,3,https://api.spotify.com/v1/tracks/4vbpZcq2I1Q52hkKQRMUwc,audio_features,spotify:track:4vbpZcq2I1Q52hkKQRMUwc,0.119,1
22,0.2,https://api.spotify.com/v1/audio-analysis/6gvXHGZ3UdlqHkWrRzdHf0,0.745,240960,0.815,6gvXHGZ3UdlqHkWrRzdHf0,0.00221,10,0.0917,-5.423,1,0.03,128.004,4,https://api.spotify.com/v1/tracks/6gvXHGZ3UdlqHkWrRzdHf0,audio_features,spotify:track:6gvXHGZ3UdlqHkWrRzdHf0,0.667,0
23,0.00368,https://api.spotify.com/v1/audio-analysis/1dU383l2TLND7OfsFzSbrE,0.471,285080,0.366,1dU383l2TLND7OfsFzSbrE,0,4,0.11,-13.938,1,0.0395,142.646,4,https://api.spotify.com/v1/tracks/1dU383l2TLND7OfsFzSbrE,audio_features,spotify:track:1dU383l2TLND7OfsFzSbrE,0.273,1
24,0.0172,https://api.spotify.com/v1/audio-analysis/6pRlKCQtvx2g3BgwTitVsw,0.545,208467,0.769,6pRlKCQtvx2g3BgwTitVsw,0,0,0.181,-5.505,1,0.057,171.942,4,https://api.spotify.com/v1/tracks/6pRlKCQtvx2g3BgwTitVsw,audio_features,spotify:track:6pRlKCQtvx2g3BgwTitVsw,0.731,0
25,0.796,https://api.spotify.com/v1/audio-analysis/6bOn4szszQ4fXVM22yBO0s,0.625,250671,0.394,6bOn4szszQ4fXVM22yBO0s,0,7,0.316,-4.781,1,0.0267,132.108,4,https://api.spotify.com/v1/tracks/6bOn4szszQ4fXVM22yBO0s,audio_features,spotify:track:6bOn4szszQ4fXVM22yBO0s,0.386,1
26,0.174,https://api.spotify.com/v1/audio-analysis/3ug4KguxOFtVOpq2zDY6uh,0.755,249360,0.833,3ug4KguxOFtVOpq2zDY6uh,0,5,0.997,-5.491,1,0.0376,92,4,https://api.spotify.com/v1/tracks/3ug4KguxOFtVOpq2zDY6uh,audio_features,spotify:track:3ug4KguxOFtVOpq2zDY6uh,0.764,1
27,0.656,https://api.spotify.com/v1/audio-analysis/5rhQzYGJqaSOO1RcZFbtQb,0.704,221820,0.72,5rhQzYGJqaSOO1RcZFbtQb,0,9,0.0768,-3.945,1,0.03,124.975,4,https://api.spotify.com/v1/tracks/5rhQzYGJqaSOO1RcZFbtQb,audio_features,spotify:track:5rhQzYGJqaSOO1RcZFbtQb,0.742,0
28,0.0614,https://api.spotify.com/v1/audio-analysis/4eQBazVob3QeM0PALb1sFt,0.798,217667,0.576,4eQBazVob3QeM0PALb1sFt,2.92E-05,1,0.0755,-10.382,0,0.054,91.859,4,https://api.spotify.com/v1/tracks/4eQBazVob3QeM0PALb1sFt,audio_features,spotify:track:4eQBazVob3QeM0PALb1sFt,0.646,0
29,0.242,https://api.spotify.com/v1/audio-analysis/0mAGeks6ns4FZWBPkjD9HR,0.824,217907,0.488,0mAGeks6ns4FZWBPkjD9HR,8.09E-06,9,0.109,-9.112,1,0.0669,155.11,4,https://api.spotify.com/v1/tracks/0mAGeks6ns4FZWBPkjD9HR,audio_features,spotify:track:0mAGeks6ns4FZWBPkjD9HR,0.878,1
30,0.744,https://api.spotify.com/v1/audio-analysis/6hgPFezUT51AO3j1RoZE0J,0.795,189573,0.596,6hgPFezUT51AO3j1RoZE0J,2.53E-06,8,0.0692,-6.119,0,0.0391,118.998,4,https://api.spotify.com/v1/tracks/6hgPFezUT51AO3j1RoZE0J,audio_features,spotify:track:6hgPFezUT51AO3j1RoZE0J,0.588,1
31,0.259,https://api.spotify.com/v1/audio-analysis/3jaqmQeVWPbhdU9oYm0ZQp,0.569,271133,0.601,3jaqmQeVWPbhdU9oYm0ZQp,2.18E-06,9,0.13,-5.44,1,0.0331,90.956,3,https://api.spotify.com/v1/tracks/3jaqmQeVWPbhdU9oYm0ZQp,audio_features,spotify:track:3jaqmQeVWPbhdU9oYm0ZQp,0.642,1
32,0.323,https://api.spotify.com/v1/audio-analysis/0UuSoT33uxwKxyfwrxpAg3,0.402,275217,0.556,0UuSoT33uxwKxyfwrxpAg3,0,8,0.817,-4.153,1,0.0334,141.229,3,https://api.spotify.com/v1/tracks/0UuSoT33uxwKxyfwrxpAg3,audio_features,spotify:track:0UuSoT33uxwKxyfwrxpAg3,0.541,0
33,0.19,https://api.spotify.com/v1/audio-analysis/7w4ojcH8NJ4LBmJZhSBTcT,0.721,274000,0.85,7w4ojcH8NJ4LBmJZhSBTcT,0.00386,9,0.078,-8.214,1,0.0331,142.082,4,https://api.spotify.com/v1/tracks/7w4ojcH8NJ4LBmJZhSBTcT,audio_features,spotify:track:7w4ojcH8NJ4LBmJZhSBTcT,0.873,1
34,0.0759,https://api.spotify.com/v1/audio-analysis/5cbuoKlJx9qax3rIG4vOVw,0.707,248000,0.704,5cbuoKlJx9qax3rIG4vOVw,0.00416,7,0.0515,-8.879,1,0.0251,112.195,4,https://api.spotify.com/v1/tracks/5cbuoKlJx9qax3rIG4vOVw,audio_features,spotify:track:5cbuoKlJx9qax3rIG4vOVw,0.575,0
35,0.727,https://api.spotify.com/v1/audio-analysis/0XNiENRDBqDm1N4eEv6to7,0.508,214720,0.421,0XNiENRDBqDm1N4eEv6to7,0,9,0.189,-8.071,1,0.0669,155.477,3,https://api.spotify.com/v1/tracks/0XNiENRDBqDm1N4eEv6to7,audio_features,spotify:track:0XNiENRDBqDm1N4eEv6to7,0.434,0
36,0.251,https://api.spotify.com/v1/audio-analysis/6SgkilvKX94WfXRbhr3RCu,0.704,227800,0.814,6SgkilvKX94WfXRbhr3RCu,0,1,0.35,-4.752,0,0.0475,138.779,4,https://api.spotify.com/v1/tracks/6SgkilvKX94WfXRbhr3RCu,audio_features,spotify:track:6SgkilvKX94WfXRbhr3RCu,0.974,1
37,0.207,https://api.spotify.com/v1/audio-analysis/6UBl1NDlUjc4vU3tXr3oQz,0.66,227067,0.757,6UBl1NDlUjc4vU3tXr3oQz,6.94E-06,5,0.126,-8.077,1,0.0577,146.627,4,https://api.spotify.com/v1/tracks/6UBl1NDlUjc4vU3tXr3oQz,audio_features,spotify:track:6UBl1NDlUjc4vU3tXr3oQz,0.608,0
38,0.272,https://api.spotify.com/v1/audio-analysis/0NkNBIGNnPngpAttiXKqLv,0.621,282893,0.749,0NkNBIGNnPngpAttiXKqLv,4.54E-05,11,0.291,-7.376,1,0.0313,124.444,4,https://api.spotify.com/v1/tracks/0NkNBIGNnPngpAttiXKqLv,audio_features,spotify:track:0NkNBIGNnPngpAttiXKqLv,0.754,0
39,0.0469,https://api.spotify.com/v1/audio-analysis/2W2lnkZqWfp7XuDKLJpZVT,0.716,168187,0.76,2W2lnkZqWfp7XuDKLJpZVT,0.000913,9,0.185,-10.466,0,0.0412,137.202,4,https://api.spotify.com/v1/tracks/2W2lnkZqWfp7XuDKLJpZVT,audio_features,spotify:track:2W2lnkZqWfp7XuDKLJpZVT,0.965,0
40,0.00254,https://api.spotify.com/v1/audio-analysis/5zHvsFZoCzLmhbRbYDkg42,0.686,274160,0.877,5zHvsFZoCzLmhbRbYDkg42,0.000977,0,0.0791,-5.201,1,0.0373,117.01,4,https://api.spotify.com/v1/tracks/5zHvsFZoCzLmhbRbYDkg42,audio_features,spotify:track:5zHvsFZoCzLmhbRbYDkg42,0.396,0
41,0.346,https://api.spotify.com/v1/audio-analysis/2lXeQG8eY10bYLs9ESMMXd,0.757,194151,0.695,2lXeQG8eY10bYLs9ESMMXd,0.829,8,0.102,-13.137,1,0.216,152.016,4,https://api.spotify.com/v1/tracks/2lXeQG8eY10bYLs9ESMMXd,audio_features,spotify:track:2lXeQG8eY10bYLs9ESMMXd,0.751,1
42,0.808,https://api.spotify.com/v1/audio-analysis/2k1Kp7Jj5eFvpvd25f5ROt,0.601,192712,0.358,2k1Kp7Jj5eFvpvd25f5ROt,0,5,0.0928,-8.088,1,0.0298,131.928,4,https://api.spotify.com/v1/tracks/2k1Kp7Jj5eFvpvd25f5ROt,audio_features,spotify:track:2k1Kp7Jj5eFvpvd25f5ROt,0.432,0
43,0.809,https://api.spotify.com/v1/audio-analysis/2vDaSr8NzCzG2rFtqup2Kq,0.472,185307,0.172,2vDaSr8NzCzG2rFtqup2Kq,0,9,0.103,-18.132,0,0.0449,106.875,4,https://api.spotify.com/v1/tracks/2vDaSr8NzCzG2rFtqup2Kq,audio_features,spotify:track:2vDaSr8NzCzG2rFtqup2Kq,0.504,1
44,0.64,https://api.spotify.com/v1/audio-analysis/4HD3IHvrEcRTxiIsCgUUDA,0.527,135006,0.503,4HD3IHvrEcRTxiIsCgUUDA,0.947,7,0.0757,-8.015,1,0.0307,135.572,4,https://api.spotify.com/v1/tracks/4HD3IHvrEcRTxiIsCgUUDA,audio_features,spotify:track:4HD3IHvrEcRTxiIsCgUUDA,0.725,1
45,0.395,https://api.spotify.com/v1/audio-analysis/1EBYkBMIU9nWRCLsot4DN2,0.616,237907,0.786,1EBYkBMIU9nWRCLsot4DN2,1.04E-06,2,0.154,-4.778,1,0.0271,89.091,4,https://api.spotify.com/v1/tracks/1EBYkBMIU9nWRCLsot4DN2,audio_features,spotify:track:1EBYkBMIU9nWRCLsot4DN2,0.455,0
46,0.666,https://api.spotify.com/v1/audio-analysis/6mYdLLjsJHVkvZnn5C3FZe,0.496,94966,0.682,6mYdLLjsJHVkvZnn5C3FZe,0.914,7,0.136,-8.549,0,0.0323,106.303,4,https://api.spotify.com/v1/tracks/6mYdLLjsJHVkvZnn5C3FZe,audio_features,spotify:track:6mYdLLjsJHVkvZnn5C3FZe,0.957,0
47,0.115,https://api.spotify.com/v1/audio-analysis/3DQGavCuKNkbOOeAfDmfnC,0.781,216200,0.938,3DQGavCuKNkbOOeAfDmfnC,0,2,0.0402,-5.292,1,0.0552,129.047,4,https://api.spotify.com/v1/tracks/3DQGavCuKNkbOOeAfDmfnC,audio_features,spotify:track:3DQGavCuKNkbOOeAfDmfnC,0.801,1
